Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;Continent;Pays;CategorieVisiteurs;TypeDeJour;Volume
2017-06-10;Samedi;20:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;94
2017-06-10;Samedi;21:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;34
2017-06-10;Samedi;21:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;78
2017-06-10;Samedi;21:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;99
2017-06-10;Samedi;21:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;135
2017-06-10;Samedi;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;71
2017-06-10;Samedi;22:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;78
2017-06-10;Samedi;22:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;48
2017-06-10;Samedi;23:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;48
2017-06-11;Dimanche;01:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;34
2017-06-11;Dimanche;01:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;34
2017-06-11;Dimanche;06:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;76
2017-06-11;Dimanche;08:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;41
2017-06-11;Dimanche;09:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;51
2017-06-11;Dimanche;10:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;57
2017-06-11;Dimanche;11:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;158
2017-06-11;Dimanche;13:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;158
2017-06-11;Dimanche;13:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;99
2017-06-11;Dimanche;14:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;76
2017-06-11;Dimanche;14:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;59
2017-06-11;Dimanche;15:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;158
2017-06-11;Dimanche;15:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;78
2017-06-11;Dimanche;15:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;48
2017-06-11;Dimanche;16:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;135
2017-06-11;Dimanche;16:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;34
2017-06-11;Dimanche;16:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;48
2017-06-11;Dimanche;16:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;48
2017-06-11;Dimanche;17:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;48
2017-06-11;Dimanche;17:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;59
2017-06-11;Dimanche;17:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;45
2017-06-11;Dimanche;17:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;76
2017-06-11;Dimanche;17:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;48
2017-06-11;Dimanche;19:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;61
2017-06-11;Dimanche;19:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;63
2017-06-11;Dimanche;19:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;57
2017-06-11;Dimanche;19:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;44
2017-06-11;Dimanche;20:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;41
2017-06-11;Dimanche;20:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;153
2017-06-11;Dimanche;20:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;44
2017-06-11;Dimanche;21:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;100
2017-06-11;Dimanche;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;41
2017-06-12;Lundi;07:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;88
2017-06-12;Lundi;07:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;57
2017-06-12;Lundi;09:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;158
2017-06-12;Lundi;09:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;40
2017-06-12;Lundi;09:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;132
2017-06-12;Lundi;09:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;69
2017-06-12;Lundi;10:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;40
2017-06-12;Lundi;10:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;88
2017-06-12;Lundi;10:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;59
2017-06-12;Lundi;10:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;29
2017-06-12;Lundi;10:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;78
2017-06-12;Lundi;11:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;28
2017-06-12;Lundi;11:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;#
2017-06-12;Lundi;11:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;38
2017-06-12;Lundi;11:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;44
2017-06-12;Lundi;11:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;31
2017-06-12;Lundi;12:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;36
2017-06-12;Lundi;12:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;38
2017-06-12;Lundi;13:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;38
2017-06-12;Lundi;13:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;54
2017-06-12;Lundi;14:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;38
2017-06-12;Lundi;14:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;100
2017-06-12;Lundi;15:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;88
2017-06-12;Lundi;15:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;33
2017-06-12;Lundi;15:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;82
2017-06-12;Lundi;16:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;#
2017-06-12;Lundi;16:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;75
2017-06-12;Lundi;16:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;30
2017-06-12;Lundi;16:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;38
2017-06-12;Lundi;17:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;79
2017-06-12;Lundi;18:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;#
2017-06-12;Lundi;18:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;38
2017-06-12;Lundi;18:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;41
2017-06-12;Lundi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;27
2017-06-12;Lundi;18:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;38
2017-06-12;Lundi;18:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;#
2017-06-12;Lundi;18:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;38
2017-06-12;Lundi;19:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;54
2017-06-12;Lundi;19:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;49
2017-06-12;Lundi;19:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;31
2017-06-12;Lundi;19:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;28
2017-06-12;Lundi;20:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;54
2017-06-12;Lundi;20:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;41
2017-06-12;Lundi;21:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;54
2017-06-12;Lundi;21:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;27
2017-06-12;Lundi;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;91
2017-06-12;Lundi;23:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;38
2017-06-13;Mardi;03:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;82
2017-06-13;Mardi;04:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;82
2017-06-13;Mardi;06:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;82
2017-06-13;Mardi;06:30:00;Zone FIMU;Present;Asie;Japon;Touriste Etranger;Periode normale;85
2017-06-13;Mardi;07:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;22
2017-06-13;Mardi;08:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;30
2017-06-13;Mardi;09:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;103
2017-06-13;Mardi;09:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;83
2017-06-13;Mardi;11:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;86
2017-06-13;Mardi;12:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;96
2017-06-13;Mardi;12:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode normale;31
2017-06-13;Mardi;14:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;34
2017-06-13;Mardi;16:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;33
2017-06-13;Mardi;16:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;80
2017-06-13;Mardi;16:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;45
2017-06-13;Mardi;18:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;64
2017-06-13;Mardi;19:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;53
2017-06-13;Mardi;20:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;45
2017-06-13;Mardi;20:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;26
2017-06-13;Mardi;20:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;75
2017-06-13;Mardi;20:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;45
2017-06-13;Mardi;21:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;106
2017-06-13;Mardi;21:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;45
2017-06-13;Mardi;22:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode normale;36
2017-06-13;Mardi;22:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode normale;36
2017-06-14;Mercredi;07:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode normale;36
2017-06-14;Mercredi;09:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;26
2017-06-14;Mercredi;09:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;45
2017-06-14;Mercredi;10:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;58
2017-06-14;Mercredi;10:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;72
2017-06-14;Mercredi;11:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;35
2017-06-14;Mercredi;12:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;31
2017-06-14;Mercredi;12:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;33
2017-06-14;Mercredi;13:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;25
2017-06-14;Mercredi;13:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;35
2017-06-14;Mercredi;13:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;36
2017-06-14;Mercredi;15:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;105
2017-06-14;Mercredi;15:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;65
2017-06-14;Mercredi;16:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;55
2017-06-14;Mercredi;17:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;40
2017-06-14;Mercredi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;55
2017-06-14;Mercredi;18:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;80
2017-06-14;Mercredi;18:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;41
2017-06-14;Mercredi;19:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;159
2017-06-14;Mercredi;19:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode normale;41
2017-06-14;Mercredi;20:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;45
2017-06-14;Mercredi;20:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;49
2017-06-14;Mercredi;20:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;38
2017-06-14;Mercredi;20:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;121
2017-06-14;Mercredi;21:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;82
2017-06-14;Mercredi;22:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;51
2017-06-14;Mercredi;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;62
2017-06-14;Mercredi;22:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;51
2017-06-14;Mercredi;22:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;77
2017-06-14;Mercredi;23:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode normale;41
2017-06-14;Mercredi;23:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;49
2017-06-15;Jeudi;00:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;49
2017-06-15;Jeudi;04:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;109
2017-06-15;Jeudi;07:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;87
2017-06-15;Jeudi;08:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;49
2017-06-15;Jeudi;09:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;169
2017-06-15;Jeudi;09:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;70
2017-06-15;Jeudi;10:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;72
2017-06-15;Jeudi;10:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;47
2017-06-15;Jeudi;10:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;70
2017-06-15;Jeudi;11:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;70
2017-06-15;Jeudi;11:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;32
2017-06-15;Jeudi;12:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;38
2017-06-15;Jeudi;12:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;52
2017-06-15;Jeudi;12:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;72
2017-06-15;Jeudi;13:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;38
2017-06-15;Jeudi;13:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;42
2017-06-15;Jeudi;14:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;47
2017-06-15;Jeudi;14:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;43
2017-06-15;Jeudi;15:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;43
2017-06-15;Jeudi;15:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;36
2017-06-15;Jeudi;15:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;94
2017-06-15;Jeudi;16:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;51
2017-06-15;Jeudi;18:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;34
2017-06-15;Jeudi;18:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;29
2017-06-15;Jeudi;18:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;68
2017-06-15;Jeudi;19:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;29
2017-06-15;Jeudi;19:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;68
2017-06-15;Jeudi;19:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;51
2017-06-15;Jeudi;19:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;43
2017-06-15;Jeudi;20:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;42
2017-06-15;Jeudi;20:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;68
2017-06-15;Jeudi;20:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;43
2017-06-15;Jeudi;20:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;43
2017-06-15;Jeudi;21:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;93
2017-06-15;Jeudi;21:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;69
2017-06-15;Jeudi;22:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;45
2017-06-15;Jeudi;22:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;69
2017-06-15;Jeudi;22:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;81
2017-06-15;Jeudi;22:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;100
2017-06-15;Jeudi;23:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;187
2017-06-16;Vendredi;00:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;42
2017-06-16;Vendredi;03:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;51
2017-06-16;Vendredi;04:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode normale;34
2017-06-16;Vendredi;04:30:00;Zone FIMU;Present;Asie;Japon;Touriste Etranger;Periode normale;96
2017-06-16;Vendredi;05:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;51
2017-06-16;Vendredi;05:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;93
2017-06-16;Vendredi;06:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;51
2017-06-16;Vendredi;06:30:00;Zone FIMU;Present;Asie;Japon;Touriste Etranger;Periode normale;41
2017-06-16;Vendredi;07:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;143
2017-06-16;Vendredi;07:00:00;Zone FIMU;Present;Asie;Japon;Touriste Etranger;Periode normale;96
2017-06-16;Vendredi;07:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;105
2017-06-16;Vendredi;07:30:00;Zone FIMU;Present;Asie;Japon;Touriste Etranger;Periode normale;46
2017-06-16;Vendredi;08:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;163
2017-06-16;Vendredi;08:00:00;Zone FIMU;Present;Asie;Japon;Touriste Etranger;Periode normale;46
2017-06-16;Vendredi;08:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;163
2017-06-16;Vendredi;08:30:00;Zone FIMU;Present;Asie;Japon;Touriste Etranger;Periode normale;109
2017-06-16;Vendredi;08:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode normale;39
2017-06-16;Vendredi;09:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;40
2017-06-16;Vendredi;10:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;40
2017-06-16;Vendredi;10:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;25
2017-06-16;Vendredi;10:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;33
2017-06-16;Vendredi;10:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;57
2017-06-16;Vendredi;10:30:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;38
2017-06-16;Vendredi;11:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-06-16;Vendredi;11:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;32
2017-06-16;Vendredi;12:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;32
2017-06-16;Vendredi;12:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;38
2017-06-16;Vendredi;13:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;38
2017-06-16;Vendredi;13:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;30
2017-06-16;Vendredi;14:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;32
2017-06-16;Vendredi;14:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;34
2017-06-16;Vendredi;14:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;34
2017-06-16;Vendredi;15:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;70
2017-06-16;Vendredi;16:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;43
2017-06-16;Vendredi;17:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode normale;56
2017-06-16;Vendredi;17:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;25
2017-06-16;Vendredi;17:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;104
2017-06-16;Vendredi;17:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;25
2017-06-16;Vendredi;17:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;52
2017-06-16;Vendredi;18:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;72
2017-06-16;Vendredi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-06-16;Vendredi;18:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;51
2017-06-16;Vendredi;19:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;65
2017-06-16;Vendredi;19:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;25
2017-06-16;Vendredi;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-06-16;Vendredi;20:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;52
2017-06-16;Vendredi;20:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;69
2017-06-16;Vendredi;21:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;69
2017-06-16;Vendredi;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;52
2017-06-16;Vendredi;22:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-06-16;Vendredi;22:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;184
2017-06-16;Vendredi;22:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;82
2017-06-16;Vendredi;23:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;42
2017-06-17;Samedi;00:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;34
2017-06-17;Samedi;04:00:00;Zone FIMU;Present;Asie;Japon;Touriste Etranger;Periode normale;96
2017-06-17;Samedi;05:30:00;Zone FIMU;Present;Asie;Japon;Touriste Etranger;Periode normale;96
