Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;Continent;Pays;CategorieVisiteurs;TypeDeJour;Volume
2017-05-29;Lundi;17:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;54
2017-05-29;Lundi;17:30:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;79
2017-05-29;Lundi;18:00:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;79
2017-05-29;Lundi;19:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;32
2017-05-29;Lundi;19:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;99
2017-05-29;Lundi;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;34
2017-05-29;Lundi;19:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;47
2017-05-29;Lundi;20:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;47
2017-05-29;Lundi;20:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;105
2017-05-29;Lundi;20:00:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;83
2017-05-29;Lundi;20:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;172
2017-05-29;Lundi;20:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;57
2017-05-29;Lundi;21:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;32
2017-05-29;Lundi;21:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;172
2017-05-29;Lundi;22:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode normale;82
2017-05-29;Lundi;23:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;57
2017-05-30;Mardi;00:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;57
2017-05-30;Mardi;07:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;34
2017-05-30;Mardi;08:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;136
2017-05-30;Mardi;08:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;57
2017-05-30;Mardi;08:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;80
2017-05-30;Mardi;10:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;68
2017-05-30;Mardi;10:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;114
2017-05-30;Mardi;10:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;99
2017-05-30;Mardi;11:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;35
2017-05-30;Mardi;11:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;106
2017-05-30;Mardi;11:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;115
2017-05-30;Mardi;11:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;46
2017-05-30;Mardi;12:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;54
2017-05-30;Mardi;12:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;88
2017-05-30;Mardi;12:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;53
2017-05-30;Mardi;13:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;42
2017-05-30;Mardi;14:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;49
2017-05-30;Mardi;14:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;57
2017-05-30;Mardi;15:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;94
2017-05-30;Mardi;15:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;96
2017-05-30;Mardi;15:30:00;Zone FIMU;Present;Oceanie;Asie Océanie;Touriste Etranger;Periode normale;101
2017-05-30;Mardi;16:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;136
2017-05-30;Mardi;17:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;36
2017-05-30;Mardi;17:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;58
2017-05-30;Mardi;17:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;35
2017-05-30;Mardi;17:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;58
2017-05-30;Mardi;17:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;50
2017-05-30;Mardi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;35
2017-05-30;Mardi;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;61
2017-05-30;Mardi;20:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;181
2017-05-30;Mardi;20:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode normale;181
2017-05-30;Mardi;21:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;75
2017-05-30;Mardi;22:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;136
2017-05-30;Mardi;22:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;75
2017-05-30;Mardi;22:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;25
2017-05-30;Mardi;23:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;49
2017-05-31;Mercredi;03:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;57
2017-05-31;Mercredi;03:30:00;Zone FIMU;Present;Asie;Japon;Touriste Etranger;Periode normale;48
2017-05-31;Mercredi;06:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;136
2017-05-31;Mercredi;07:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;143
2017-05-31;Mercredi;08:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;136
2017-05-31;Mercredi;08:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;130
2017-05-31;Mercredi;11:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;75
2017-05-31;Mercredi;11:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;60
2017-05-31;Mercredi;12:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;49
2017-05-31;Mercredi;13:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;83
2017-05-31;Mercredi;13:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;75
2017-05-31;Mercredi;13:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;49
2017-05-31;Mercredi;15:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;67
2017-05-31;Mercredi;15:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;42
2017-05-31;Mercredi;15:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;30
2017-05-31;Mercredi;16:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;57
2017-05-31;Mercredi;17:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;64
2017-05-31;Mercredi;17:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;53
2017-05-31;Mercredi;18:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;77
2017-05-31;Mercredi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;36
2017-05-31;Mercredi;18:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;79
2017-05-31;Mercredi;18:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;61
2017-05-31;Mercredi;19:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;74
2017-05-31;Mercredi;19:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;132
2017-05-31;Mercredi;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;34
2017-05-31;Mercredi;19:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;63
2017-05-31;Mercredi;20:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;24
2017-05-31;Mercredi;20:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;58
2017-05-31;Mercredi;21:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;58
2017-06-01;Jeudi;01:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;24
2017-06-01;Jeudi;01:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;24
2017-06-01;Jeudi;02:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;24
2017-06-01;Jeudi;02:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;24
2017-06-01;Jeudi;07:00:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode evenement;89
2017-06-01;Jeudi;07:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;51
2017-06-01;Jeudi;09:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;82
2017-06-01;Jeudi;09:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;33
2017-06-01;Jeudi;09:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;58
2017-06-01;Jeudi;10:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;120
2017-06-01;Jeudi;11:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode evenement;55
2017-06-01;Jeudi;11:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;63
2017-06-01;Jeudi;13:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;67
2017-06-01;Jeudi;14:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;55
2017-06-01;Jeudi;15:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;40
2017-06-01;Jeudi;15:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;42
2017-06-01;Jeudi;15:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;34
2017-06-01;Jeudi;16:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;40
2017-06-01;Jeudi;16:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;60
2017-06-01;Jeudi;16:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;#
2017-06-01;Jeudi;17:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;40
2017-06-01;Jeudi;17:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;77
2017-06-01;Jeudi;17:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode evenement;88
2017-06-01;Jeudi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;36
2017-06-01;Jeudi;18:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;58
2017-06-01;Jeudi;18:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;34
2017-06-01;Jeudi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;37
2017-06-01;Jeudi;18:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;35
2017-06-01;Jeudi;19:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;65
2017-06-01;Jeudi;19:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;51
2017-06-01;Jeudi;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;37
2017-06-01;Jeudi;20:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;67
2017-06-01;Jeudi;21:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;80
2017-06-01;Jeudi;21:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;48
2017-06-02;Vendredi;00:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;34
2017-06-02;Vendredi;00:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;78
2017-06-02;Vendredi;02:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;51
2017-06-02;Vendredi;02:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;51
2017-06-02;Vendredi;03:30:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode evenement;113
2017-06-02;Vendredi;06:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode evenement;113
2017-06-02;Vendredi;07:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode evenement;148
2017-06-02;Vendredi;07:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;41
2017-06-02;Vendredi;08:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode evenement;148
2017-06-02;Vendredi;10:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode evenement;84
2017-06-02;Vendredi;10:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;58
2017-06-02;Vendredi;10:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;33
2017-06-02;Vendredi;10:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;51
2017-06-02;Vendredi;11:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;64
2017-06-02;Vendredi;11:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;47
2017-06-02;Vendredi;12:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode evenement;45
2017-06-02;Vendredi;12:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;34
2017-06-02;Vendredi;12:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;27
2017-06-02;Vendredi;12:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode evenement;60
2017-06-02;Vendredi;12:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode evenement;57
2017-06-02;Vendredi;13:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;81
2017-06-02;Vendredi;13:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode evenement;64
2017-06-02;Vendredi;13:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;52
2017-06-02;Vendredi;13:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;46
2017-06-02;Vendredi;14:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;81
2017-06-02;Vendredi;14:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;48
2017-06-02;Vendredi;14:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;50
2017-06-02;Vendredi;14:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;42
2017-06-02;Vendredi;15:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;67
2017-06-02;Vendredi;15:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;197
2017-06-02;Vendredi;15:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;122
2017-06-02;Vendredi;15:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;26
2017-06-02;Vendredi;15:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;46
2017-06-02;Vendredi;16:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;31
2017-06-02;Vendredi;16:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;39
2017-06-02;Vendredi;16:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;39
2017-06-02;Vendredi;16:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;36
2017-06-02;Vendredi;17:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;28
2017-06-02;Vendredi;17:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;37
2017-06-02;Vendredi;17:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;43
2017-06-02;Vendredi;17:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;77
2017-06-02;Vendredi;18:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;41
2017-06-02;Vendredi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;31
2017-06-02;Vendredi;18:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;110
2017-06-02;Vendredi;18:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;46
2017-06-02;Vendredi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;31
2017-06-02;Vendredi;18:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;37
2017-06-02;Vendredi;18:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode evenement;144
2017-06-02;Vendredi;18:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;29
2017-06-02;Vendredi;19:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;27
2017-06-02;Vendredi;19:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;41
2017-06-02;Vendredi;19:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;36
2017-06-02;Vendredi;19:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;30
2017-06-02;Vendredi;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;36
2017-06-02;Vendredi;19:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;47
2017-06-02;Vendredi;20:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode evenement;74
2017-06-02;Vendredi;20:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;143
2017-06-02;Vendredi;20:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;51
2017-06-02;Vendredi;20:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;40
2017-06-02;Vendredi;20:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;58
2017-06-02;Vendredi;21:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;46
2017-06-02;Vendredi;21:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;139
2017-06-02;Vendredi;21:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;41
2017-06-02;Vendredi;21:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;129
2017-06-02;Vendredi;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;62
2017-06-02;Vendredi;22:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode evenement;102
2017-06-02;Vendredi;22:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;212
2017-06-02;Vendredi;22:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;238
2017-06-02;Vendredi;22:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;88
2017-06-02;Vendredi;23:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;104
2017-06-02;Vendredi;23:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;189
2017-06-02;Vendredi;23:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;49
2017-06-02;Vendredi;23:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;60
2017-06-03;Samedi;00:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;58
2017-06-03;Samedi;00:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;50
2017-06-03;Samedi;01:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;49
2017-06-03;Samedi;01:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;49
2017-06-03;Samedi;04:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;71
2017-06-03;Samedi;04:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;60
2017-06-03;Samedi;07:00:00;Zone FIMU;Present;Asie;Chine;Touriste Etranger;Periode evenement;129
2017-06-03;Samedi;07:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;49
2017-06-03;Samedi;08:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;49
2017-06-03;Samedi;08:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;42
2017-06-03;Samedi;08:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;49
2017-06-03;Samedi;09:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;63
