Date;JourDeLaSemaine;ZoneAnalyse;CSP;Geolife;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-05-16;Mardi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;159
2017-05-16;Mardi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;#
2017-05-16;Mardi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;154
2017-05-16;Mardi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-05-16;Mardi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;156
2017-05-16;Mardi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;397
2017-05-16;Mardi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;3427
2017-05-16;Mardi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;245
2017-05-16;Mardi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1924
2017-05-16;Mardi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;388
2017-05-16;Mardi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;#
2017-05-16;Mardi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;280
2017-05-16;Mardi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;110
2017-05-16;Mardi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;988
2017-05-16;Mardi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;31
2017-05-16;Mardi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;714
2017-05-16;Mardi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;61
2017-05-16;Mardi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;226
2017-05-16;Mardi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;198
2017-05-16;Mardi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1557
2017-05-16;Mardi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;22
2017-05-16;Mardi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;99
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;52
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;52
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;204
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1628
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;59
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;656
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;27
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;510
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3930
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;87
2017-05-17;Mercredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;507
2017-05-17;Mercredi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;52
2017-05-17;Mercredi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;52
2017-05-17;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;175
2017-05-17;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1306
2017-05-17;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;35
2017-05-17;Mercredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;566
2017-05-17;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;47
2017-05-17;Mercredi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;478
2017-05-17;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;57
2017-05-17;Mercredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;511
2017-05-17;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;359
2017-05-17;Mercredi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;3020
2017-05-17;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;91
2017-05-17;Mercredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;150
2017-05-17;Mercredi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;204
2017-05-17;Mercredi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;63
2017-05-17;Mercredi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;3217
2017-05-17;Mercredi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode normale;52
2017-05-17;Mercredi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;52
2017-05-17;Mercredi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;307
2017-05-17;Mercredi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1949
2017-05-17;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;21
2017-05-17;Mercredi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;491
2017-05-17;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;46
2017-05-17;Mercredi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;324
2017-05-17;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;222
2017-05-17;Mercredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;1033
2017-05-17;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;#
2017-05-17;Mercredi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;436
2017-05-17;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;37
2017-05-17;Mercredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;188
2017-05-17;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;143
2017-05-17;Mercredi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1409
2017-05-17;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;31
2017-05-17;Mercredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;129
2017-05-18;Jeudi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;64
2017-05-18;Jeudi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;64
2017-05-18;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;198
2017-05-18;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1878
2017-05-18;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;61
2017-05-18;Jeudi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;534
2017-05-18;Jeudi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;#
2017-05-18;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;531
2017-05-18;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3936
2017-05-18;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;41
2017-05-18;Jeudi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;512
2017-05-18;Jeudi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;64
2017-05-18;Jeudi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;64
2017-05-18;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;174
2017-05-18;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1418
2017-05-18;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;118
2017-05-18;Jeudi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;842
2017-05-18;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;80
2017-05-18;Jeudi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;445
2017-05-18;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;52
2017-05-18;Jeudi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;512
2017-05-18;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;375
2017-05-18;Jeudi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;3141
2017-05-18;Jeudi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;71
2017-05-18;Jeudi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;237
2017-05-18;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;41
2017-05-18;Jeudi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;164
2017-05-18;Jeudi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-05-18;Jeudi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;128
2017-05-18;Jeudi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;78
2017-05-18;Jeudi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;3277
2017-05-18;Jeudi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode normale;64
2017-05-18;Jeudi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;64
2017-05-18;Jeudi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;206
2017-05-18;Jeudi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1942
2017-05-18;Jeudi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;372
2017-05-18;Jeudi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;29
2017-05-18;Jeudi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;356
2017-05-18;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;153
2017-05-18;Jeudi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;918
2017-05-18;Jeudi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;53
2017-05-18;Jeudi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;624
2017-05-18;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;108
2017-05-18;Jeudi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;250
2017-05-18;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;163
2017-05-18;Jeudi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1444
2017-05-18;Jeudi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;28
2017-05-18;Jeudi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;124
2017-05-19;Vendredi;Zone FIMU;CSP en croissance;NR;Resident;Excursionniste;Periode normale;68
2017-05-19;Vendredi;Zone FIMU;CSP en croissance;NR;Touriste Français;Excursionniste;Periode normale;68
2017-05-19;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;127
2017-05-19;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1565
2017-05-19;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;128
2017-05-19;Vendredi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;754
2017-05-19;Vendredi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;53
2017-05-19;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;349
2017-05-19;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3844
2017-05-19;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;29
2017-05-19;Vendredi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;435
2017-05-19;Vendredi;Zone FIMU;CSP+;NR;Resident;Excursionniste;Periode normale;68
2017-05-19;Vendredi;Zone FIMU;CSP+;NR;Touriste Français;Excursionniste;Periode normale;68
2017-05-19;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;183
2017-05-19;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;1310
2017-05-19;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;167
2017-05-19;Vendredi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;821
2017-05-19;Vendredi;Zone FIMU;CSP+;rural dynamique;Resident;Excursionniste;Periode normale;52
2017-05-19;Vendredi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;483
2017-05-19;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;98
2017-05-19;Vendredi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;438
2017-05-19;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;226
2017-05-19;Vendredi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;3099
2017-05-19;Vendredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;63
2017-05-19;Vendredi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;176
2017-05-19;Vendredi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;253
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-05-19;Vendredi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;146
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;68
2017-05-19;Vendredi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;3280
2017-05-19;Vendredi;Zone FIMU;Populaire;NR;Resident;Excursionniste;Periode normale;68
2017-05-19;Vendredi;Zone FIMU;Populaire;NR;Touriste Français;Excursionniste;Periode normale;68
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;204
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1978
2017-05-19;Vendredi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;293
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Excursionniste;Periode normale;32
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Resident;Visiteur;Periode normale;315
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Excursionniste;Periode normale;143
2017-05-19;Vendredi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;Visiteur;Periode normale;968
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Excursionniste;Periode normale;31
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Resident;Visiteur;Periode normale;596
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Excursionniste;Periode normale;57
2017-05-19;Vendredi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;Visiteur;Periode normale;162
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Excursionniste;Periode normale;163
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Resident;Visiteur;Periode normale;1398
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Excursionniste;Periode normale;55
2017-05-19;Vendredi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;Visiteur;Periode normale;123
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Excursionniste;Periode normale;129
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;Visiteur;Periode normale;1665
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Excursionniste;Periode normale;70
2017-05-20;Samedi;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;Visiteur;Periode normale;462
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Excursionniste;Periode normale;#
2017-05-20;Samedi;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;Visiteur;Periode normale;37
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Excursionniste;Periode normale;411
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;Visiteur;Periode normale;3689
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Excursionniste;Periode normale;22
2017-05-20;Samedi;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;Visiteur;Periode normale;449
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Excursionniste;Periode normale;66
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;Visiteur;Periode normale;888
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Excursionniste;Periode normale;51
2017-05-20;Samedi;Zone FIMU;CSP+;pavillonnaire familial aise;Touriste Français;Visiteur;Periode normale;531
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Resident;Visiteur;Periode normale;274
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Excursionniste;Periode normale;38
2017-05-20;Samedi;Zone FIMU;CSP+;rural dynamique;Touriste Français;Visiteur;Periode normale;498
2017-05-20;Samedi;Zone FIMU;CSP+;urbain dynamique;Resident;Excursionniste;Periode normale;281
2017-05-20;Samedi;Zone FIMU;CSP+;urbain dynamique;Resident;Visiteur;Periode normale;2979
2017-05-20;Samedi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Excursionniste;Periode normale;#
2017-05-20;Samedi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;Visiteur;Periode normale;136
2017-05-20;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Excursionniste;Periode normale;79
2017-05-20;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;Visiteur;Periode normale;299
2017-05-20;Samedi;Zone FIMU;NR;NR;Resident;Excursionniste;Periode normale;#
2017-05-20;Samedi;Zone FIMU;NR;NR;Resident;Visiteur;Periode normale;212
2017-05-20;Samedi;Zone FIMU;NR;NR;Touriste Français;Excursionniste;Periode normale;158
2017-05-20;Samedi;Zone FIMU;NR;NR;Touriste Français;Visiteur;Periode normale;2088
2017-05-20;Samedi;Zone FIMU;Populaire;populaire;Resident;Excursionniste;Periode normale;121
2017-05-20;Samedi;Zone FIMU;Populaire;populaire;Resident;Visiteur;Periode normale;1772
2017-05-20;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;Excursionniste;Periode normale;21
2017-05-20;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;Visiteur;Periode normale;410
