Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;CategorieVisiteurs;TypeDeJour;Volume
2017-05-12;Vendredi;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3112
2017-05-12;Vendredi;19:00:00;Zone FIMU;Present;Resident;Periode normale;8621
2017-05-12;Vendredi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;45
2017-05-12;Vendredi;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2940
2017-05-12;Vendredi;19:30:00;Zone FIMU;Present;Resident;Periode normale;6431
2017-05-12;Vendredi;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3633
2017-05-12;Vendredi;20:00:00;Zone FIMU;Present;Resident;Periode normale;7079
2017-05-12;Vendredi;20:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2461
2017-05-12;Vendredi;20:30:00;Zone FIMU;Present;Resident;Periode normale;6297
2017-05-12;Vendredi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;91
2017-05-12;Vendredi;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2527
2017-05-12;Vendredi;21:00:00;Zone FIMU;Present;Resident;Periode normale;6581
2017-05-12;Vendredi;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2183
2017-05-12;Vendredi;21:30:00;Zone FIMU;Present;Resident;Periode normale;8063
2017-05-12;Vendredi;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;123
2017-05-12;Vendredi;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3391
2017-05-12;Vendredi;22:00:00;Zone FIMU;Present;Resident;Periode normale;7995
2017-05-12;Vendredi;22:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;249
2017-05-12;Vendredi;22:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2873
2017-05-12;Vendredi;22:30:00;Zone FIMU;Present;Resident;Periode normale;8096
2017-05-12;Vendredi;22:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2722
2017-05-12;Vendredi;23:00:00;Zone FIMU;Present;Resident;Periode normale;6230
2017-05-12;Vendredi;23:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2659
2017-05-12;Vendredi;23:30:00;Zone FIMU;Present;Resident;Periode normale;9505
2017-05-12;Vendredi;23:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;55
2017-05-12;Vendredi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3570
2017-05-13;Samedi;00:00:00;Zone FIMU;Present;Resident;Periode normale;51743
2017-05-13;Samedi;00:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;55
2017-05-13;Samedi;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5052
2017-05-13;Samedi;00:30:00;Zone FIMU;Present;Resident;Periode normale;58511
2017-05-13;Samedi;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;25750
2017-05-13;Samedi;01:00:00;Zone FIMU;Present;Resident;Periode normale;39008
2017-05-13;Samedi;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;17035
2017-05-13;Samedi;01:30:00;Zone FIMU;Present;Resident;Periode normale;4876
2017-05-13;Samedi;01:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8529
2017-05-13;Samedi;23:30:00;Zone FIMU;Present;Resident;Periode normale;78015
2017-05-13;Samedi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;21687
2017-05-14;Dimanche;00:00:00;Zone FIMU;Present;Resident;Periode normale;6701
2017-05-14;Dimanche;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1632
2017-05-14;Dimanche;00:30:00;Zone FIMU;Present;Resident;Periode normale;4443
2017-05-14;Dimanche;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1009
2017-05-14;Dimanche;01:00:00;Zone FIMU;Present;Resident;Periode normale;3762
2017-05-14;Dimanche;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1754
2017-05-14;Dimanche;01:30:00;Zone FIMU;Present;Resident;Periode normale;2258
2017-05-14;Dimanche;01:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1948
2017-05-14;Dimanche;02:00:00;Zone FIMU;Present;Resident;Periode normale;886
2017-05-14;Dimanche;02:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2238
2017-05-14;Dimanche;02:30:00;Zone FIMU;Present;Resident;Periode normale;991
2017-05-14;Dimanche;02:30:00;Zone FIMU;Present;Touriste Français;Periode normale;584
2017-05-14;Dimanche;03:00:00;Zone FIMU;Present;Resident;Periode normale;1634
2017-05-14;Dimanche;03:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;100
2017-05-14;Dimanche;03:30:00;Zone FIMU;Present;Resident;Periode normale;374
2017-05-14;Dimanche;04:00:00;Zone FIMU;Present;Resident;Periode normale;763
2017-05-14;Dimanche;04:00:00;Zone FIMU;Present;Touriste Français;Periode normale;345
2017-05-14;Dimanche;04:30:00;Zone FIMU;Present;Resident;Periode normale;852
2017-05-14;Dimanche;04:30:00;Zone FIMU;Present;Touriste Français;Periode normale;730
2017-05-14;Dimanche;05:00:00;Zone FIMU;Present;Resident;Periode normale;843
2017-05-14;Dimanche;05:30:00;Zone FIMU;Present;Resident;Periode normale;2607
2017-05-14;Dimanche;05:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;100
2017-05-14;Dimanche;06:00:00;Zone FIMU;Present;Resident;Periode normale;740
2017-05-14;Dimanche;06:00:00;Zone FIMU;Present;Touriste Français;Periode normale;300
2017-05-14;Dimanche;06:30:00;Zone FIMU;Present;Resident;Periode normale;499
2017-05-14;Dimanche;06:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;100
2017-05-14;Dimanche;06:30:00;Zone FIMU;Present;Touriste Français;Periode normale;877
2017-05-14;Dimanche;07:00:00;Zone FIMU;Present;Resident;Periode normale;2166
2017-05-14;Dimanche;07:30:00;Zone FIMU;Present;Resident;Periode normale;593
2017-05-14;Dimanche;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;230
2017-05-14;Dimanche;08:00:00;Zone FIMU;Present;Resident;Periode normale;1908
2017-05-14;Dimanche;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;538
2017-05-14;Dimanche;08:30:00;Zone FIMU;Present;Resident;Periode normale;5287
2017-05-14;Dimanche;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;765
2017-05-14;Dimanche;09:00:00;Zone FIMU;Present;Resident;Periode normale;8408
2017-05-14;Dimanche;09:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;42
2017-05-14;Dimanche;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1480
2017-05-14;Dimanche;09:30:00;Zone FIMU;Present;Resident;Periode normale;5774
2017-05-14;Dimanche;09:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;102
2017-05-14;Dimanche;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1716
2017-05-14;Dimanche;10:00:00;Zone FIMU;Present;Resident;Periode normale;5057
2017-05-14;Dimanche;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3216
2017-05-14;Dimanche;10:30:00;Zone FIMU;Present;Resident;Periode normale;6176
2017-05-14;Dimanche;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;32
2017-05-14;Dimanche;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2150
2017-05-14;Dimanche;11:00:00;Zone FIMU;Present;Resident;Periode normale;5439
2017-05-14;Dimanche;11:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;139
2017-05-14;Dimanche;11:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1762
2017-05-14;Dimanche;11:30:00;Zone FIMU;Present;Resident;Periode normale;4619
2017-05-14;Dimanche;11:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2141
2017-05-14;Dimanche;12:00:00;Zone FIMU;Present;Resident;Periode normale;5491
2017-05-14;Dimanche;12:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2815
2017-05-14;Dimanche;12:30:00;Zone FIMU;Present;Resident;Periode normale;6346
2017-05-14;Dimanche;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;100
2017-05-14;Dimanche;12:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1582
2017-05-14;Dimanche;13:00:00;Zone FIMU;Present;Resident;Periode normale;5598
2017-05-14;Dimanche;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;27
2017-05-14;Dimanche;13:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3737
2017-05-14;Dimanche;13:30:00;Zone FIMU;Present;Resident;Periode normale;5114
2017-05-14;Dimanche;13:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;127
2017-05-14;Dimanche;13:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1901
2017-05-14;Dimanche;14:00:00;Zone FIMU;Present;Resident;Periode normale;6379
2017-05-14;Dimanche;14:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1791
2017-05-14;Dimanche;14:30:00;Zone FIMU;Present;Resident;Periode normale;6228
2017-05-14;Dimanche;14:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3086
2017-05-14;Dimanche;15:00:00;Zone FIMU;Present;Resident;Periode normale;5312
2017-05-14;Dimanche;15:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3384
2017-05-14;Dimanche;15:30:00;Zone FIMU;Present;Resident;Periode normale;5569
2017-05-14;Dimanche;15:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2513
2017-05-14;Dimanche;16:00:00;Zone FIMU;Present;Resident;Periode normale;8400
2017-05-14;Dimanche;16:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2709
2017-05-14;Dimanche;16:30:00;Zone FIMU;Present;Resident;Periode normale;6510
2017-05-14;Dimanche;16:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;30
2017-05-14;Dimanche;16:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1862
2017-05-14;Dimanche;17:00:00;Zone FIMU;Present;Resident;Periode normale;5866
2017-05-14;Dimanche;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;50
2017-05-14;Dimanche;17:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3412
2017-05-14;Dimanche;17:30:00;Zone FIMU;Present;Resident;Periode normale;5634
2017-05-14;Dimanche;17:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2772
2017-05-14;Dimanche;18:00:00;Zone FIMU;Present;Resident;Periode normale;4224
2017-05-14;Dimanche;18:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1760
2017-05-14;Dimanche;18:30:00;Zone FIMU;Present;Resident;Periode normale;4818
2017-05-14;Dimanche;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2632
2017-05-14;Dimanche;19:00:00;Zone FIMU;Present;Resident;Periode normale;6564
2017-05-14;Dimanche;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;59
2017-05-14;Dimanche;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1449
2017-05-14;Dimanche;19:30:00;Zone FIMU;Present;Resident;Periode normale;4763
2017-05-14;Dimanche;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;159
2017-05-14;Dimanche;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1950
2017-05-14;Dimanche;20:00:00;Zone FIMU;Present;Resident;Periode normale;4534
2017-05-14;Dimanche;20:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;210
2017-05-14;Dimanche;20:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2787
2017-05-14;Dimanche;20:30:00;Zone FIMU;Present;Resident;Periode normale;6687
2017-05-14;Dimanche;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;72
2017-05-14;Dimanche;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1763
2017-05-14;Dimanche;21:00:00;Zone FIMU;Present;Resident;Periode normale;5959
2017-05-14;Dimanche;21:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;36
2017-05-14;Dimanche;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2763
2017-05-14;Dimanche;21:30:00;Zone FIMU;Present;Resident;Periode normale;6138
2017-05-14;Dimanche;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;46
2017-05-14;Dimanche;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3004
2017-05-14;Dimanche;22:00:00;Zone FIMU;Present;Resident;Periode normale;6183
2017-05-14;Dimanche;22:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;33
2017-05-14;Dimanche;22:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2683
2017-05-14;Dimanche;22:30:00;Zone FIMU;Present;Resident;Periode normale;7148
2017-05-14;Dimanche;22:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2942
2017-05-14;Dimanche;23:00:00;Zone FIMU;Present;Resident;Periode normale;7475
2017-05-14;Dimanche;23:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;27
2017-05-14;Dimanche;23:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2484
2017-05-14;Dimanche;23:30:00;Zone FIMU;Present;Resident;Periode normale;4174
2017-05-14;Dimanche;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;742
2017-05-15;Lundi;00:00:00;Zone FIMU;Present;Resident;Periode normale;1371
2017-05-15;Lundi;00:00:00;Zone FIMU;Present;Touriste Français;Periode normale;689
2017-05-15;Lundi;00:30:00;Zone FIMU;Present;Resident;Periode normale;1784
2017-05-15;Lundi;00:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;27
2017-05-15;Lundi;00:30:00;Zone FIMU;Present;Touriste Français;Periode normale;541
2017-05-15;Lundi;01:00:00;Zone FIMU;Present;Resident;Periode normale;707
2017-05-15;Lundi;01:00:00;Zone FIMU;Present;Touriste Français;Periode normale;287
2017-05-15;Lundi;01:30:00;Zone FIMU;Present;Resident;Periode normale;445
2017-05-15;Lundi;01:30:00;Zone FIMU;Present;Touriste Français;Periode normale;648
2017-05-15;Lundi;02:00:00;Zone FIMU;Present;Resident;Periode normale;203
2017-05-15;Lundi;02:00:00;Zone FIMU;Present;Touriste Français;Periode normale;164
2017-05-15;Lundi;02:30:00;Zone FIMU;Present;Resident;Periode normale;78
2017-05-15;Lundi;02:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;78
2017-05-15;Lundi;02:30:00;Zone FIMU;Present;Touriste Français;Periode normale;78
2017-05-15;Lundi;03:30:00;Zone FIMU;Present;Resident;Periode normale;646
2017-05-15;Lundi;05:30:00;Zone FIMU;Present;Resident;Periode normale;78
2017-05-15;Lundi;05:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;78
2017-05-15;Lundi;05:30:00;Zone FIMU;Present;Touriste Français;Periode normale;78
2017-05-15;Lundi;06:00:00;Zone FIMU;Present;Resident;Periode normale;972
2017-05-15;Lundi;06:30:00;Zone FIMU;Present;Resident;Periode normale;985
2017-05-15;Lundi;06:30:00;Zone FIMU;Present;Touriste Français;Periode normale;398
2017-05-15;Lundi;07:00:00;Zone FIMU;Present;Resident;Periode normale;4556
2017-05-15;Lundi;07:00:00;Zone FIMU;Present;Touriste Français;Periode normale;536
2017-05-15;Lundi;07:30:00;Zone FIMU;Present;Resident;Periode normale;4407
2017-05-15;Lundi;07:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;59
2017-05-15;Lundi;07:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1104
2017-05-15;Lundi;08:00:00;Zone FIMU;Present;Resident;Periode normale;9018
2017-05-15;Lundi;08:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;39
2017-05-15;Lundi;08:00:00;Zone FIMU;Present;Touriste Français;Periode normale;4149
2017-05-15;Lundi;08:30:00;Zone FIMU;Present;Resident;Periode normale;8839
2017-05-15;Lundi;08:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;59
2017-05-15;Lundi;08:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1648
2017-05-15;Lundi;09:00:00;Zone FIMU;Present;Resident;Periode normale;7970
2017-05-15;Lundi;09:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;74
2017-05-15;Lundi;09:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1586
2017-05-15;Lundi;09:30:00;Zone FIMU;Present;Resident;Periode normale;9500
2017-05-15;Lundi;09:30:00;Zone FIMU;Present;Touriste Français;Periode normale;1620
2017-05-15;Lundi;10:00:00;Zone FIMU;Present;Resident;Periode normale;9528
2017-05-15;Lundi;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;27
2017-05-15;Lundi;10:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1724
2017-05-15;Lundi;10:30:00;Zone FIMU;Present;Resident;Periode normale;9663
2017-05-15;Lundi;10:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2788
2017-05-15;Lundi;11:00:00;Zone FIMU;Present;Resident;Periode normale;9759
2017-05-15;Lundi;11:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;153
2017-05-15;Lundi;11:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3161
2017-05-15;Lundi;11:30:00;Zone FIMU;Present;Resident;Periode normale;8961
2017-05-15;Lundi;11:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;27
2017-05-15;Lundi;11:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2514
2017-05-15;Lundi;12:00:00;Zone FIMU;Present;Resident;Periode normale;9148
2017-05-15;Lundi;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;27
2017-05-15;Lundi;12:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2999
2017-05-15;Lundi;12:30:00;Zone FIMU;Present;Resident;Periode normale;9390
2017-05-15;Lundi;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;46
2017-05-15;Lundi;12:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2469
2017-05-15;Lundi;13:00:00;Zone FIMU;Present;Resident;Periode normale;7838
2017-05-15;Lundi;13:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3189
2017-05-15;Lundi;13:30:00;Zone FIMU;Present;Resident;Periode normale;7926
2017-05-15;Lundi;13:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;115
2017-05-15;Lundi;13:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3276
2017-05-15;Lundi;14:00:00;Zone FIMU;Present;Resident;Periode normale;8930
2017-05-15;Lundi;14:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;30
2017-05-15;Lundi;14:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3195
2017-05-15;Lundi;14:30:00;Zone FIMU;Present;Resident;Periode normale;9078
2017-05-15;Lundi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;45
2017-05-15;Lundi;14:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2699
2017-05-15;Lundi;15:00:00;Zone FIMU;Present;Resident;Periode normale;10144
2017-05-15;Lundi;15:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2470
2017-05-15;Lundi;15:30:00;Zone FIMU;Present;Resident;Periode normale;8799
2017-05-15;Lundi;15:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3438
2017-05-15;Lundi;16:00:00;Zone FIMU;Present;Resident;Periode normale;8593
2017-05-15;Lundi;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;45
2017-05-15;Lundi;16:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2418
2017-05-15;Lundi;16:30:00;Zone FIMU;Present;Resident;Periode normale;9262
2017-05-15;Lundi;16:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2345
2017-05-15;Lundi;17:00:00;Zone FIMU;Present;Resident;Periode normale;10791
2017-05-15;Lundi;17:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3013
2017-05-15;Lundi;17:30:00;Zone FIMU;Present;Resident;Periode normale;10101
2017-05-15;Lundi;17:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;122
2017-05-15;Lundi;17:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2232
2017-05-15;Lundi;18:00:00;Zone FIMU;Present;Resident;Periode normale;9053
2017-05-15;Lundi;18:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;32
2017-05-15;Lundi;18:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2144
2017-05-15;Lundi;18:30:00;Zone FIMU;Present;Resident;Periode normale;8806
2017-05-15;Lundi;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2527
2017-05-15;Lundi;19:00:00;Zone FIMU;Present;Resident;Periode normale;7649
2017-05-15;Lundi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;46
2017-05-15;Lundi;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3480
2017-05-15;Lundi;19:30:00;Zone FIMU;Present;Resident;Periode normale;6786
2017-05-15;Lundi;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;46
2017-05-15;Lundi;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2464
2017-05-15;Lundi;20:00:00;Zone FIMU;Present;Resident;Periode normale;5337
2017-05-15;Lundi;20:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;46
2017-05-15;Lundi;20:00:00;Zone FIMU;Present;Touriste Français;Periode normale;3116
2017-05-15;Lundi;20:30:00;Zone FIMU;Present;Resident;Periode normale;6985
2017-05-15;Lundi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;211
2017-05-15;Lundi;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3217
2017-05-15;Lundi;21:00:00;Zone FIMU;Present;Resident;Periode normale;7035
2017-05-15;Lundi;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2968
2017-05-15;Lundi;21:30:00;Zone FIMU;Present;Resident;Periode normale;9423
2017-05-15;Lundi;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;54
2017-05-15;Lundi;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2727
2017-05-15;Lundi;22:00:00;Zone FIMU;Present;Resident;Periode normale;8889
