Date;JourDeLaSemaine;TypeDeVisite;VisiteurUniqueSur;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-17;Mardi;Visiteur;6J;Touriste Français;All-FIMU;31950
2016-05-17;Mardi;Visiteur;6J;Touriste Etranger;All-FIMU;5947
2016-05-17;Mardi;Visiteur;7J;Résident ;All-FIMU;44954
2016-05-17;Mardi;Visiteur;7J;Touriste Français;All-FIMU;33302
2016-05-17;Mardi;Visiteur;7J;Touriste Etranger;All-FIMU;6438
2016-05-17;Mardi;Visiteur;8J;Résident ;All-FIMU;46903
2016-05-17;Mardi;Visiteur;8J;Touriste Français;All-FIMU;34421
2016-05-17;Mardi;Visiteur;8J;Touriste Etranger;All-FIMU;6798
2016-05-17;Mardi;Visiteur;9J;Résident ;All-FIMU;48467
2016-05-17;Mardi;Visiteur;9J;Touriste Français;All-FIMU;35296
2016-05-17;Mardi;Visiteur;9J;Touriste Etranger;All-FIMU;7083
2016-05-17;Mardi;Visiteur;10J;Résident ;All-FIMU;49507
2016-05-17;Mardi;Visiteur;10J;Touriste Français;All-FIMU;36367
2016-05-17;Mardi;Visiteur;10J;Touriste Etranger;All-FIMU;7448
2016-05-17;Mardi;Visiteur;11J;Résident ;All-FIMU;51516
2016-05-17;Mardi;Visiteur;11J;Touriste Français;All-FIMU;38641
2016-05-17;Mardi;Visiteur;11J;Touriste Etranger;All-FIMU;8182
2016-05-17;Mardi;Visiteur;12J;Résident ;All-FIMU;53414
2016-05-17;Mardi;Visiteur;12J;Touriste Français;All-FIMU;40611
2016-05-17;Mardi;Visiteur;12J;Touriste Etranger;All-FIMU;9585
2016-05-17;Mardi;Visiteur;13J;Résident ;All-FIMU;54333
2016-05-17;Mardi;Visiteur;13J;Touriste Français;All-FIMU;42035
2016-05-17;Mardi;Visiteur;13J;Touriste Etranger;All-FIMU;9585
2016-05-17;Mardi;Visiteur;14J;Résident ;All-FIMU;55726
2016-05-17;Mardi;Visiteur;14J;Touriste Français;All-FIMU;43103
2016-05-17;Mardi;Visiteur;14J;Touriste Etranger;All-FIMU;9961
2016-05-18;Mercredi;Visiteur;1J;Résident ;All-FIMU;13360
2016-05-18;Mercredi;Visiteur;1J;Touriste Français;All-FIMU;3820
2016-05-18;Mercredi;Visiteur;1J;Touriste Etranger;All-FIMU;1005
2016-05-18;Mercredi;Visiteur;2J;Résident ;All-FIMU;19111
2016-05-18;Mercredi;Visiteur;2J;Touriste Français;All-FIMU;5585
2016-05-18;Mercredi;Visiteur;2J;Touriste Etranger;All-FIMU;1549
2016-05-18;Mercredi;Visiteur;3J;Résident ;All-FIMU;24852
2016-05-18;Mercredi;Visiteur;3J;Touriste Français;All-FIMU;10640
2016-05-18;Mercredi;Visiteur;3J;Touriste Etranger;All-FIMU;2761
2016-05-18;Mercredi;Visiteur;4J;Résident ;All-FIMU;33968
2016-05-18;Mercredi;Visiteur;4J;Touriste Français;All-FIMU;23798
2016-05-18;Mercredi;Visiteur;4J;Touriste Etranger;All-FIMU;4264
2016-05-18;Mercredi;Visiteur;5J;Résident ;All-FIMU;39436
2016-05-18;Mercredi;Visiteur;5J;Touriste Français;All-FIMU;30078
2016-05-18;Mercredi;Visiteur;5J;Touriste Etranger;All-FIMU;5468
2016-05-18;Mercredi;Visiteur;6J;Résident ;All-FIMU;42235
2016-05-18;Mercredi;Visiteur;6J;Touriste Français;All-FIMU;31836
2016-05-18;Mercredi;Visiteur;6J;Touriste Etranger;All-FIMU;6093
2016-05-18;Mercredi;Visiteur;7J;Résident ;All-FIMU;44357
2016-05-18;Mercredi;Visiteur;7J;Touriste Français;All-FIMU;33385
2016-05-18;Mercredi;Visiteur;7J;Touriste Etranger;All-FIMU;6476
2016-05-18;Mercredi;Visiteur;8J;Résident ;All-FIMU;46540
2016-05-18;Mercredi;Visiteur;8J;Touriste Français;All-FIMU;34666
2016-05-18;Mercredi;Visiteur;8J;Touriste Etranger;All-FIMU;6956
2016-05-18;Mercredi;Visiteur;9J;Résident ;All-FIMU;48380
2016-05-18;Mercredi;Visiteur;9J;Touriste Français;All-FIMU;35744
2016-05-18;Mercredi;Visiteur;9J;Touriste Etranger;All-FIMU;7309
2016-05-18;Mercredi;Visiteur;10J;Résident ;All-FIMU;49835
2016-05-18;Mercredi;Visiteur;10J;Touriste Français;All-FIMU;36587
2016-05-18;Mercredi;Visiteur;10J;Touriste Etranger;All-FIMU;7593
2016-05-18;Mercredi;Visiteur;11J;Résident ;All-FIMU;50846
2016-05-18;Mercredi;Visiteur;11J;Touriste Français;All-FIMU;37654
2016-05-18;Mercredi;Visiteur;11J;Touriste Etranger;All-FIMU;7959
2016-05-18;Mercredi;Visiteur;12J;Résident ;All-FIMU;52756
2016-05-18;Mercredi;Visiteur;12J;Touriste Français;All-FIMU;39918
2016-05-18;Mercredi;Visiteur;12J;Touriste Etranger;All-FIMU;9430
2016-05-18;Mercredi;Visiteur;13J;Résident ;All-FIMU;54565
2016-05-18;Mercredi;Visiteur;13J;Touriste Français;All-FIMU;41878
2016-05-18;Mercredi;Visiteur;13J;Touriste Etranger;All-FIMU;9430
2016-05-18;Mercredi;Visiteur;14J;Résident ;All-FIMU;55455
2016-05-18;Mercredi;Visiteur;14J;Touriste Français;All-FIMU;43287
2016-05-18;Mercredi;Visiteur;14J;Touriste Etranger;All-FIMU;10069
2016-05-19;Jeudi;Visiteur;1J;Résident ;All-FIMU;13446
2016-05-19;Jeudi;Visiteur;1J;Touriste Français;All-FIMU;3721
2016-05-19;Jeudi;Visiteur;1J;Touriste Etranger;All-FIMU;944
2016-05-19;Jeudi;Visiteur;2J;Résident ;All-FIMU;18950
2016-05-19;Jeudi;Visiteur;2J;Touriste Français;All-FIMU;5845
2016-05-19;Jeudi;Visiteur;2J;Touriste Etranger;All-FIMU;1611
2016-05-19;Jeudi;Visiteur;3J;Résident ;All-FIMU;22997
2016-05-19;Jeudi;Visiteur;3J;Touriste Français;All-FIMU;7275
2016-05-19;Jeudi;Visiteur;3J;Touriste Etranger;All-FIMU;2089
2016-05-19;Jeudi;Visiteur;4J;Résident ;All-FIMU;28036
2016-05-19;Jeudi;Visiteur;4J;Touriste Français;All-FIMU;12193
2016-05-19;Jeudi;Visiteur;4J;Touriste Etranger;All-FIMU;3275
2016-05-19;Jeudi;Visiteur;5J;Résident ;All-FIMU;36606
2016-05-19;Jeudi;Visiteur;5J;Touriste Français;All-FIMU;25230
2016-05-19;Jeudi;Visiteur;5J;Touriste Etranger;All-FIMU;4769
2016-05-19;Jeudi;Visiteur;6J;Résident ;All-FIMU;41837
2016-05-19;Jeudi;Visiteur;6J;Touriste Français;All-FIMU;31427
2016-05-19;Jeudi;Visiteur;6J;Touriste Etranger;All-FIMU;5955
2016-05-19;Jeudi;Visiteur;7J;Résident ;All-FIMU;44296
2016-05-19;Jeudi;Visiteur;7J;Touriste Français;All-FIMU;33077
2016-05-19;Jeudi;Visiteur;7J;Touriste Etranger;All-FIMU;6552
2016-05-19;Jeudi;Visiteur;8J;Résident ;All-FIMU;46198
2016-05-19;Jeudi;Visiteur;8J;Touriste Français;All-FIMU;34558
2016-05-19;Jeudi;Visiteur;8J;Touriste Etranger;All-FIMU;6921
2016-05-19;Jeudi;Visiteur;9J;Résident ;All-FIMU;48282
2016-05-19;Jeudi;Visiteur;9J;Touriste Français;All-FIMU;35825
2016-05-19;Jeudi;Visiteur;9J;Touriste Etranger;All-FIMU;7403
2016-05-19;Jeudi;Visiteur;10J;Résident ;All-FIMU;49921
2016-05-19;Jeudi;Visiteur;10J;Touriste Français;All-FIMU;36853
2016-05-19;Jeudi;Visiteur;10J;Touriste Etranger;All-FIMU;7748
2016-05-19;Jeudi;Visiteur;11J;Résident ;All-FIMU;51317
2016-05-19;Jeudi;Visiteur;11J;Touriste Français;All-FIMU;37662
2016-05-19;Jeudi;Visiteur;11J;Touriste Etranger;All-FIMU;8025
2016-05-19;Jeudi;Visiteur;12J;Résident ;All-FIMU;52319
2016-05-19;Jeudi;Visiteur;12J;Touriste Français;All-FIMU;38725
2016-05-19;Jeudi;Visiteur;12J;Touriste Etranger;All-FIMU;9103
2016-05-19;Jeudi;Visiteur;13J;Résident ;All-FIMU;54161
2016-05-19;Jeudi;Visiteur;13J;Touriste Français;All-FIMU;40977
2016-05-19;Jeudi;Visiteur;13J;Touriste Etranger;All-FIMU;9103
2016-05-19;Jeudi;Visiteur;14J;Résident ;All-FIMU;55891
2016-05-19;Jeudi;Visiteur;14J;Touriste Français;All-FIMU;42916
2016-05-19;Jeudi;Visiteur;14J;Touriste Etranger;All-FIMU;9854
2016-05-20;Vendredi;Visiteur;1J;Résident ;All-FIMU;14302
2016-05-20;Vendredi;Visiteur;1J;Touriste Français;All-FIMU;4246
2016-05-20;Vendredi;Visiteur;1J;Touriste Etranger;All-FIMU;961
2016-05-20;Vendredi;Visiteur;2J;Résident ;All-FIMU;19599
2016-05-20;Vendredi;Visiteur;2J;Touriste Français;All-FIMU;6258
2016-05-20;Vendredi;Visiteur;2J;Touriste Etranger;All-FIMU;1602
2016-05-20;Vendredi;Visiteur;3J;Résident ;All-FIMU;23742
2016-05-20;Vendredi;Visiteur;3J;Touriste Français;All-FIMU;8148
2016-05-20;Vendredi;Visiteur;3J;Touriste Etranger;All-FIMU;2222
2016-05-20;Vendredi;Visiteur;4J;Résident ;All-FIMU;27206
2016-05-20;Vendredi;Visiteur;4J;Touriste Français;All-FIMU;9440
2016-05-20;Vendredi;Visiteur;4J;Touriste Etranger;All-FIMU;2662
2016-05-20;Vendredi;Visiteur;5J;Résident ;All-FIMU;31572
2016-05-20;Vendredi;Visiteur;5J;Touriste Français;All-FIMU;14207
2016-05-20;Vendredi;Visiteur;5J;Touriste Etranger;All-FIMU;3826
2016-05-20;Vendredi;Visiteur;6J;Résident ;All-FIMU;39453
2016-05-20;Vendredi;Visiteur;6J;Touriste Français;All-FIMU;27087
2016-05-20;Vendredi;Visiteur;6J;Touriste Etranger;All-FIMU;5315
2016-05-20;Vendredi;Visiteur;7J;Résident ;All-FIMU;44335
2016-05-20;Vendredi;Visiteur;7J;Touriste Français;All-FIMU;33129
2016-05-20;Vendredi;Visiteur;7J;Touriste Etranger;All-FIMU;6498
2016-05-20;Vendredi;Visiteur;8J;Résident ;All-FIMU;46624
2016-05-20;Vendredi;Visiteur;8J;Touriste Français;All-FIMU;34669
2016-05-20;Vendredi;Visiteur;8J;Touriste Etranger;All-FIMU;7070
2016-05-20;Vendredi;Visiteur;9J;Résident ;All-FIMU;48386
2016-05-20;Vendredi;Visiteur;9J;Touriste Français;All-FIMU;36090
2016-05-20;Vendredi;Visiteur;9J;Touriste Etranger;All-FIMU;7439
2016-05-20;Vendredi;Visiteur;10J;Résident ;All-FIMU;50270
2016-05-20;Vendredi;Visiteur;10J;Touriste Français;All-FIMU;37325
2016-05-20;Vendredi;Visiteur;10J;Touriste Etranger;All-FIMU;7895
2016-05-20;Vendredi;Visiteur;11J;Résident ;All-FIMU;51851
2016-05-20;Vendredi;Visiteur;11J;Touriste Français;All-FIMU;38323
2016-05-20;Vendredi;Visiteur;11J;Touriste Etranger;All-FIMU;8232
2016-05-20;Vendredi;Visiteur;12J;Résident ;All-FIMU;53147
2016-05-20;Vendredi;Visiteur;12J;Touriste Français;All-FIMU;39094
2016-05-20;Vendredi;Visiteur;12J;Touriste Etranger;All-FIMU;8853
2016-05-20;Vendredi;Visiteur;13J;Résident ;All-FIMU;54059
2016-05-20;Vendredi;Visiteur;13J;Touriste Français;All-FIMU;40152
2016-05-20;Vendredi;Visiteur;13J;Touriste Etranger;All-FIMU;8853
2016-05-20;Vendredi;Visiteur;14J;Résident ;All-FIMU;55831
2016-05-20;Vendredi;Visiteur;14J;Touriste Français;All-FIMU;42394
2016-05-20;Vendredi;Visiteur;14J;Touriste Etranger;All-FIMU;9576
2016-05-21;Samedi;Visiteur;1J;Résident ;All-FIMU;11965
2016-05-21;Samedi;Visiteur;1J;Touriste Français;All-FIMU;3537
2016-05-21;Samedi;Visiteur;1J;Touriste Etranger;All-FIMU;922
2016-05-21;Samedi;Visiteur;2J;Résident ;All-FIMU;19986
2016-05-21;Samedi;Visiteur;2J;Touriste Français;All-FIMU;6691
2016-05-21;Samedi;Visiteur;2J;Touriste Etranger;All-FIMU;1650
2016-05-21;Samedi;Visiteur;3J;Résident ;All-FIMU;24367
2016-05-21;Samedi;Visiteur;3J;Touriste Français;All-FIMU;8595
2016-05-21;Samedi;Visiteur;3J;Touriste Etranger;All-FIMU;2257
2016-05-21;Samedi;Visiteur;4J;Résident ;All-FIMU;27815
2016-05-21;Samedi;Visiteur;4J;Touriste Français;All-FIMU;10403
2016-05-21;Samedi;Visiteur;4J;Touriste Etranger;All-FIMU;2848
2016-05-21;Samedi;Visiteur;5J;Résident ;All-FIMU;30918
2016-05-21;Samedi;Visiteur;5J;Touriste Français;All-FIMU;11615
2016-05-21;Samedi;Visiteur;5J;Touriste Etranger;All-FIMU;3272
2016-05-21;Samedi;Visiteur;6J;Résident ;All-FIMU;34933
2016-05-21;Samedi;Visiteur;6J;Touriste Français;All-FIMU;16264
2016-05-21;Samedi;Visiteur;6J;Touriste Etranger;All-FIMU;4422
2016-05-21;Samedi;Visiteur;7J;Résident ;All-FIMU;42255
2016-05-21;Samedi;Visiteur;7J;Touriste Français;All-FIMU;29022
2016-05-21;Samedi;Visiteur;7J;Touriste Etranger;All-FIMU;5907
2016-05-21;Samedi;Visiteur;8J;Résident ;All-FIMU;46767
2016-05-21;Samedi;Visiteur;8J;Touriste Français;All-FIMU;34960
2016-05-21;Samedi;Visiteur;8J;Touriste Etranger;All-FIMU;7069
2016-05-21;Samedi;Visiteur;9J;Résident ;All-FIMU;48795
2016-05-21;Samedi;Visiteur;9J;Touriste Français;All-FIMU;36471
2016-05-21;Samedi;Visiteur;9J;Touriste Etranger;All-FIMU;7641
2016-05-21;Samedi;Visiteur;10J;Résident ;All-FIMU;50448
2016-05-21;Samedi;Visiteur;10J;Touriste Français;All-FIMU;37876
2016-05-21;Samedi;Visiteur;10J;Touriste Etranger;All-FIMU;8006
2016-05-21;Samedi;Visiteur;11J;Résident ;All-FIMU;52223
2016-05-21;Samedi;Visiteur;11J;Touriste Français;All-FIMU;39081
2016-05-21;Samedi;Visiteur;11J;Touriste Etranger;All-FIMU;8454
2016-05-21;Samedi;Visiteur;12J;Résident ;All-FIMU;53764
2016-05-21;Samedi;Visiteur;12J;Touriste Français;All-FIMU;40071
2016-05-21;Samedi;Visiteur;12J;Touriste Etranger;All-FIMU;9066
2016-05-21;Samedi;Visiteur;13J;Résident ;All-FIMU;54971
2016-05-21;Samedi;Visiteur;13J;Touriste Français;All-FIMU;40824
2016-05-21;Samedi;Visiteur;13J;Touriste Etranger;All-FIMU;9066
2016-05-21;Samedi;Visiteur;14J;Résident ;All-FIMU;55802
2016-05-21;Samedi;Visiteur;14J;Touriste Français;All-FIMU;41877
2016-05-21;Samedi;Visiteur;14J;Touriste Etranger;All-FIMU;9402
2016-05-22;Dimanche;Visiteur;1J;Résident ;All-FIMU;7786
2016-05-22;Dimanche;Visiteur;1J;Touriste Français;All-FIMU;1866
2016-05-22;Dimanche;Visiteur;1J;Touriste Etranger;All-FIMU;704
2016-05-22;Dimanche;Visiteur;2J;Résident ;All-FIMU;14395
2016-05-22;Dimanche;Visiteur;2J;Touriste Français;All-FIMU;4496
2016-05-22;Dimanche;Visiteur;2J;Touriste Etranger;All-FIMU;1369
2016-05-22;Dimanche;Visiteur;3J;Résident ;All-FIMU;21460
2016-05-22;Dimanche;Visiteur;3J;Touriste Français;All-FIMU;7458
2016-05-22;Dimanche;Visiteur;3J;Touriste Etranger;All-FIMU;2065
2016-05-22;Dimanche;Visiteur;4J;Résident ;All-FIMU;25602
2016-05-22;Dimanche;Visiteur;4J;Touriste Français;All-FIMU;9258
2016-05-22;Dimanche;Visiteur;4J;Touriste Etranger;All-FIMU;2655
2016-05-22;Dimanche;Visiteur;5J;Résident ;All-FIMU;28962
2016-05-22;Dimanche;Visiteur;5J;Touriste Français;All-FIMU;11047
2016-05-22;Dimanche;Visiteur;5J;Touriste Etranger;All-FIMU;3235
2016-05-22;Dimanche;Visiteur;6J;Résident ;All-FIMU;31947
2016-05-22;Dimanche;Visiteur;6J;Touriste Français;All-FIMU;12252
2016-05-22;Dimanche;Visiteur;6J;Touriste Etranger;All-FIMU;3654
2016-05-22;Dimanche;Visiteur;7J;Résident ;All-FIMU;35804
2016-05-22;Dimanche;Visiteur;7J;Touriste Français;All-FIMU;16885
2016-05-22;Dimanche;Visiteur;7J;Touriste Etranger;All-FIMU;4803
2016-05-22;Dimanche;Visiteur;8J;Résident ;All-FIMU;43002
2016-05-22;Dimanche;Visiteur;8J;Touriste Français;All-FIMU;29630
2016-05-22;Dimanche;Visiteur;8J;Touriste Etranger;All-FIMU;6277
2016-05-22;Dimanche;Visiteur;9J;Résident ;All-FIMU;47398
2016-05-22;Dimanche;Visiteur;9J;Touriste Français;All-FIMU;35558
2016-05-22;Dimanche;Visiteur;9J;Touriste Etranger;All-FIMU;7440
2016-05-22;Dimanche;Visiteur;10J;Résident ;All-FIMU;49367
2016-05-22;Dimanche;Visiteur;10J;Touriste Français;All-FIMU;37065
2016-05-22;Dimanche;Visiteur;10J;Touriste Etranger;All-FIMU;8009
2016-05-22;Dimanche;Visiteur;11J;Résident ;All-FIMU;50981
2016-05-22;Dimanche;Visiteur;11J;Touriste Français;All-FIMU;38464
2016-05-22;Dimanche;Visiteur;11J;Touriste Etranger;All-FIMU;8361
2016-05-22;Dimanche;Visiteur;12J;Résident ;All-FIMU;52748
2016-05-22;Dimanche;Visiteur;12J;Touriste Français;All-FIMU;39664
2016-05-22;Dimanche;Visiteur;12J;Touriste Etranger;All-FIMU;9143
2016-05-22;Dimanche;Visiteur;13J;Résident ;All-FIMU;54281
2016-05-22;Dimanche;Visiteur;13J;Touriste Français;All-FIMU;40647
2016-05-22;Dimanche;Visiteur;13J;Touriste Etranger;All-FIMU;9143
2016-05-22;Dimanche;Visiteur;14J;Résident ;All-FIMU;55468
2016-05-22;Dimanche;Visiteur;14J;Touriste Français;All-FIMU;41384
2016-05-22;Dimanche;Visiteur;14J;Touriste Etranger;All-FIMU;9421
2016-05-23;Lundi;Visiteur;1J;Résident ;All-FIMU;12327
2016-05-23;Lundi;Visiteur;1J;Touriste Français;All-FIMU;3344
2016-05-23;Lundi;Visiteur;1J;Touriste Etranger;All-FIMU;829
2016-05-23;Lundi;Visiteur;2J;Résident ;All-FIMU;14665
2016-05-23;Lundi;Visiteur;2J;Touriste Français;All-FIMU;4290
2016-05-23;Lundi;Visiteur;2J;Touriste Etranger;All-FIMU;1268
2016-05-23;Lundi;Visiteur;3J;Résident ;All-FIMU;19960
2016-05-23;Lundi;Visiteur;3J;Touriste Français;All-FIMU;6772
2016-05-23;Lundi;Visiteur;3J;Touriste Etranger;All-FIMU;1878
2016-05-23;Lundi;Visiteur;4J;Résident ;All-FIMU;24817
2016-05-23;Lundi;Visiteur;4J;Touriste Français;All-FIMU;9029
2016-05-23;Lundi;Visiteur;4J;Touriste Etranger;All-FIMU;2514
2016-05-23;Lundi;Visiteur;5J;Résident ;All-FIMU;28202
2016-05-23;Lundi;Visiteur;5J;Touriste Français;All-FIMU;10535
2016-05-23;Lundi;Visiteur;5J;Touriste Etranger;All-FIMU;3069
2016-05-23;Lundi;Visiteur;6J;Résident ;All-FIMU;31261
2016-05-23;Lundi;Visiteur;6J;Touriste Français;All-FIMU;12250
2016-05-23;Lundi;Visiteur;6J;Touriste Etranger;All-FIMU;3617
2016-05-23;Lundi;Visiteur;7J;Résident ;All-FIMU;34005
2016-05-23;Lundi;Visiteur;7J;Touriste Français;All-FIMU;13393
2016-05-23;Lundi;Visiteur;7J;Touriste Etranger;All-FIMU;4024
2016-05-23;Lundi;Visiteur;8J;Résident ;All-FIMU;37684
2016-05-23;Lundi;Visiteur;8J;Touriste Français;All-FIMU;18010
2016-05-23;Lundi;Visiteur;8J;Touriste Etranger;All-FIMU;5162
2016-05-23;Lundi;Visiteur;9J;Résident ;All-FIMU;44625
2016-05-23;Lundi;Visiteur;9J;Touriste Français;All-FIMU;30698
2016-05-23;Lundi;Visiteur;9J;Touriste Etranger;All-FIMU;6628
2016-05-23;Lundi;Visiteur;10J;Résident ;All-FIMU;48883
2016-05-23;Lundi;Visiteur;10J;Touriste Français;All-FIMU;36584
2016-05-23;Lundi;Visiteur;10J;Touriste Etranger;All-FIMU;7784
2016-05-23;Lundi;Visiteur;11J;Résident ;All-FIMU;50713
2016-05-23;Lundi;Visiteur;11J;Touriste Français;All-FIMU;38076
2016-05-23;Lundi;Visiteur;11J;Touriste Etranger;All-FIMU;8345
2016-05-23;Lundi;Visiteur;12J;Résident ;All-FIMU;52217
2016-05-23;Lundi;Visiteur;12J;Touriste Français;All-FIMU;39445
2016-05-23;Lundi;Visiteur;12J;Touriste Etranger;All-FIMU;9139
2016-05-23;Lundi;Visiteur;13J;Résident ;All-FIMU;53894
2016-05-23;Lundi;Visiteur;13J;Touriste Français;All-FIMU;40626
2016-05-23;Lundi;Visiteur;13J;Touriste Etranger;All-FIMU;9139
2016-05-23;Lundi;Visiteur;14J;Résident ;All-FIMU;55398
2016-05-23;Lundi;Visiteur;14J;Touriste Français;All-FIMU;41581
2016-05-23;Lundi;Visiteur;14J;Touriste Etranger;All-FIMU;9466
2016-05-24;Mardi;Visiteur;1J;Résident ;All-FIMU;13999
2016-05-24;Mardi;Visiteur;1J;Touriste Français;All-FIMU;3771
2016-05-24;Mardi;Visiteur;1J;Touriste Etranger;All-FIMU;817
2016-05-24;Mardi;Visiteur;2J;Résident ;All-FIMU;17804
2016-05-24;Mardi;Visiteur;2J;Touriste Français;All-FIMU;5185
2016-05-24;Mardi;Visiteur;2J;Touriste Etranger;All-FIMU;1316
2016-05-24;Mardi;Visiteur;3J;Résident ;All-FIMU;19595
2016-05-24;Mardi;Visiteur;3J;Touriste Français;All-FIMU;6042
2016-05-24;Mardi;Visiteur;3J;Touriste Etranger;All-FIMU;1732
2016-05-24;Mardi;Visiteur;4J;Résident ;All-FIMU;24011
2016-05-24;Mardi;Visiteur;4J;Touriste Français;All-FIMU;8397
2016-05-24;Mardi;Visiteur;4J;Touriste Etranger;All-FIMU;2329
2016-05-24;Mardi;Visiteur;5J;Résident ;All-FIMU;28050
2016-05-24;Mardi;Visiteur;5J;Touriste Français;All-FIMU;10425
2016-05-24;Mardi;Visiteur;5J;Touriste Etranger;All-FIMU;2941
2016-05-24;Mardi;Visiteur;6J;Résident ;All-FIMU;31000
2016-05-24;Mardi;Visiteur;6J;Touriste Français;All-FIMU;11842
2016-05-24;Mardi;Visiteur;6J;Touriste Etranger;All-FIMU;3468
2016-05-24;Mardi;Visiteur;7J;Résident ;All-FIMU;33727
2016-05-24;Mardi;Visiteur;7J;Touriste Français;All-FIMU;13470
2016-05-24;Mardi;Visiteur;7J;Touriste Etranger;All-FIMU;4007
2016-05-24;Mardi;Visiteur;8J;Résident ;All-FIMU;36260
2016-05-24;Mardi;Visiteur;8J;Touriste Français;All-FIMU;14533
2016-05-24;Mardi;Visiteur;8J;Touriste Etranger;All-FIMU;4411
2016-05-24;Mardi;Visiteur;9J;Résident ;All-FIMU;39770
2016-05-24;Mardi;Visiteur;9J;Touriste Français;All-FIMU;19106
2016-05-24;Mardi;Visiteur;9J;Touriste Etranger;All-FIMU;5549
2016-05-24;Mardi;Visiteur;10J;Résident ;All-FIMU;46445
2016-05-24;Mardi;Visiteur;10J;Touriste Français;All-FIMU;31706
2016-05-24;Mardi;Visiteur;10J;Touriste Etranger;All-FIMU;7020
2016-05-24;Mardi;Visiteur;11J;Résident ;All-FIMU;50545
2016-05-24;Mardi;Visiteur;11J;Touriste Français;All-FIMU;37595
2016-05-24;Mardi;Visiteur;11J;Touriste Etranger;All-FIMU;8168
2016-05-24;Mardi;Visiteur;12J;Résident ;All-FIMU;52305
2016-05-24;Mardi;Visiteur;12J;Touriste Français;All-FIMU;39052
2016-05-24;Mardi;Visiteur;12J;Touriste Etranger;All-FIMU;9064
2016-05-24;Mardi;Visiteur;13J;Résident ;All-FIMU;53709
2016-05-24;Mardi;Visiteur;13J;Touriste Français;All-FIMU;40372
2016-05-24;Mardi;Visiteur;13J;Touriste Etranger;All-FIMU;9064
2016-05-24;Mardi;Visiteur;14J;Résident ;All-FIMU;55286
2016-05-24;Mardi;Visiteur;14J;Touriste Français;All-FIMU;41541
2016-05-24;Mardi;Visiteur;14J;Touriste Etranger;All-FIMU;9505
2016-05-25;Mercredi;Visiteur;1J;Résident ;All-FIMU;14035
2016-05-25;Mercredi;Visiteur;1J;Touriste Français;All-FIMU;3411
2016-05-25;Mercredi;Visiteur;1J;Touriste Etranger;All-FIMU;888
2016-05-25;Mercredi;Visiteur;2J;Résident ;All-FIMU;19393
2016-05-25;Mercredi;Visiteur;2J;Touriste Français;All-FIMU;5465
2016-05-25;Mercredi;Visiteur;2J;Touriste Etranger;All-FIMU;1390
2016-05-25;Mercredi;Visiteur;3J;Résident ;All-FIMU;22296
2016-05-25;Mercredi;Visiteur;3J;Touriste Français;All-FIMU;6718
2016-05-25;Mercredi;Visiteur;3J;Touriste Etranger;All-FIMU;1813
2016-05-25;Mercredi;Visiteur;4J;Résident ;All-FIMU;23783
2016-05-25;Mercredi;Visiteur;4J;Touriste Français;All-FIMU;7523
2016-05-25;Mercredi;Visiteur;4J;Touriste Etranger;All-FIMU;2229
2016-05-25;Mercredi;Visiteur;5J;Résident ;All-FIMU;27694
2016-05-25;Mercredi;Visiteur;5J;Touriste Français;All-FIMU;9781
2016-05-25;Mercredi;Visiteur;5J;Touriste Etranger;All-FIMU;2812
2016-05-25;Mercredi;Visiteur;6J;Résident ;All-FIMU;31320
2016-05-25;Mercredi;Visiteur;6J;Touriste Français;All-FIMU;11715
2016-05-25;Mercredi;Visiteur;6J;Touriste Etranger;All-FIMU;3412
2016-05-25;Mercredi;Visiteur;7J;Résident ;All-FIMU;33999
2016-05-25;Mercredi;Visiteur;7J;Touriste Français;All-FIMU;13088
2016-05-25;Mercredi;Visiteur;7J;Touriste Etranger;All-FIMU;3933
2016-05-25;Mercredi;Visiteur;8J;Résident ;All-FIMU;36321
2016-05-25;Mercredi;Visiteur;8J;Touriste Français;All-FIMU;14626
2016-05-25;Mercredi;Visiteur;8J;Touriste Etranger;All-FIMU;4473
2016-05-25;Mercredi;Visiteur;9J;Résident ;All-FIMU;38664
2016-05-25;Mercredi;Visiteur;9J;Touriste Français;All-FIMU;15629
2016-05-25;Mercredi;Visiteur;9J;Touriste Etranger;All-FIMU;4861
2016-05-25;Mercredi;Visiteur;10J;Résident ;All-FIMU;41924
2016-05-25;Mercredi;Visiteur;10J;Touriste Français;All-FIMU;20166
2016-05-25;Mercredi;Visiteur;10J;Touriste Etranger;All-FIMU;5990
2016-05-25;Mercredi;Visiteur;11J;Résident ;All-FIMU;48218
2016-05-25;Mercredi;Visiteur;11J;Touriste Français;All-FIMU;32710
2016-05-25;Mercredi;Visiteur;11J;Touriste Etranger;All-FIMU;7453
2016-05-25;Mercredi;Visiteur;12J;Résident ;All-FIMU;52130
2016-05-25;Mercredi;Visiteur;12J;Touriste Français;All-FIMU;38585
2016-05-25;Mercredi;Visiteur;12J;Touriste Etranger;All-FIMU;9147
2016-05-25;Mercredi;Visiteur;13J;Résident ;All-FIMU;53790
2016-05-25;Mercredi;Visiteur;13J;Touriste Français;All-FIMU;40004
2016-05-25;Mercredi;Visiteur;13J;Touriste Etranger;All-FIMU;9147
2016-05-25;Mercredi;Visiteur;14J;Résident ;All-FIMU;55104
2016-05-25;Mercredi;Visiteur;14J;Touriste Français;All-FIMU;41326
