Date;JourDeLaSemaine;TypeNuitee;CategorieVisiteurs;ZoneNuitee;Volume
2016-04-22;Vendredi;Veille;Résident ;Ville de Belfort;5760
2016-04-22;Vendredi;Veille;Résident ;Agglomeration de Belfort;2041
2016-04-22;Vendredi;Veille;Résident ;Agglomeration de Montbeliard;88
2016-04-22;Vendredi;Veille;Résident ;Agglomeration de Hericourt;58
2016-04-22;Vendredi;Veille;Résident ;Reste Territoire de Belfort;893
2016-04-22;Vendredi;Veille;Résident ;Reste Haute Saone;39
2016-04-22;Vendredi;Veille;Résident ;Reste Doubs;58
2016-04-22;Vendredi;Veille;Résident ;Haut Rhin Sud;#
2016-04-22;Vendredi;Veille;Résident ;Haut Rhin Nord;#
2016-04-22;Vendredi;Veille;Touriste Français;Ville de Belfort;753
2016-04-22;Vendredi;Veille;Touriste Français;Agglomeration de Belfort;148
2016-04-22;Vendredi;Veille;Touriste Français;Agglomeration de Montbeliard;497
2016-04-22;Vendredi;Veille;Touriste Français;Agglomeration de Hericourt;212
2016-04-22;Vendredi;Veille;Touriste Français;Reste Territoire de Belfort;65
2016-04-22;Vendredi;Veille;Touriste Français;Reste Haute Saone;164
2016-04-22;Vendredi;Veille;Touriste Français;Reste Doubs;165
2016-04-22;Vendredi;Veille;Touriste Français;Haut Rhin Sud;151
2016-04-22;Vendredi;Veille;Touriste Français;Haut Rhin Nord;32
2016-04-22;Vendredi;Veille;Touriste Français;Vosges;#
2016-04-22;Vendredi;Veille;Touriste Etranger;Ville de Belfort;202
2016-04-22;Vendredi;Veille;Touriste Etranger;Agglomeration de Belfort;22
2016-04-22;Vendredi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-22;Vendredi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-22;Vendredi;Veille;Touriste Etranger;Reste Territoire de Belfort;23
2016-04-22;Vendredi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-22;Vendredi;Veille;Touriste Etranger;Reste Doubs;#
2016-04-22;Vendredi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-22;Vendredi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-04-22;Vendredi;Veille;Touriste Etranger;Vosges;#
2016-04-23;Samedi;Veille;Résident ;Ville de Belfort;5364
2016-04-23;Samedi;Veille;Résident ;Agglomeration de Belfort;1188
2016-04-23;Samedi;Veille;Résident ;Agglomeration de Montbeliard;68
2016-04-23;Samedi;Veille;Résident ;Agglomeration de Hericourt;29
2016-04-23;Samedi;Veille;Résident ;Reste Territoire de Belfort;481
2016-04-23;Samedi;Veille;Résident ;Reste Haute Saone;39
2016-04-23;Samedi;Veille;Résident ;Reste Doubs;#
2016-04-23;Samedi;Veille;Résident ;Haut Rhin Sud;#
2016-04-23;Samedi;Veille;Résident ;Haut Rhin Nord;#
2016-04-23;Samedi;Veille;Touriste Français;Ville de Belfort;783
2016-04-23;Samedi;Veille;Touriste Français;Agglomeration de Belfort;124
2016-04-23;Samedi;Veille;Touriste Français;Agglomeration de Montbeliard;270
2016-04-23;Samedi;Veille;Touriste Français;Agglomeration de Hericourt;176
2016-04-23;Samedi;Veille;Touriste Français;Reste Territoire de Belfort;50
2016-04-23;Samedi;Veille;Touriste Français;Reste Haute Saone;150
2016-04-23;Samedi;Veille;Touriste Français;Reste Doubs;213
2016-04-23;Samedi;Veille;Touriste Français;Haut Rhin Sud;131
2016-04-23;Samedi;Veille;Touriste Français;Haut Rhin Nord;#
2016-04-23;Samedi;Veille;Touriste Français;Vosges;#
2016-04-23;Samedi;Veille;Touriste Etranger;Ville de Belfort;219
2016-04-23;Samedi;Veille;Touriste Etranger;Agglomeration de Belfort;33
2016-04-23;Samedi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-23;Samedi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-23;Samedi;Veille;Touriste Etranger;Reste Territoire de Belfort;21
2016-04-23;Samedi;Veille;Touriste Etranger;Reste Doubs;#
2016-04-23;Samedi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-24;Dimanche;Veille;Résident ;Ville de Belfort;4721
2016-04-24;Dimanche;Veille;Résident ;Agglomeration de Belfort;501
2016-04-24;Dimanche;Veille;Résident ;Agglomeration de Montbeliard;59
2016-04-24;Dimanche;Veille;Résident ;Reste Territoire de Belfort;137
2016-04-24;Dimanche;Veille;Résident ;Reste Haute Saone;#
2016-04-24;Dimanche;Veille;Résident ;Reste Doubs;39
2016-04-24;Dimanche;Veille;Résident ;Haut Rhin Sud;#
2016-04-24;Dimanche;Veille;Résident ;Haut Rhin Nord;#
2016-04-24;Dimanche;Veille;Résident ;Vosges;#
2016-04-24;Dimanche;Veille;Touriste Français;Ville de Belfort;611
2016-04-24;Dimanche;Veille;Touriste Français;Agglomeration de Belfort;71
2016-04-24;Dimanche;Veille;Touriste Français;Agglomeration de Montbeliard;173
2016-04-24;Dimanche;Veille;Touriste Français;Agglomeration de Hericourt;37
2016-04-24;Dimanche;Veille;Touriste Français;Reste Territoire de Belfort;#
2016-04-24;Dimanche;Veille;Touriste Français;Reste Haute Saone;73
2016-04-24;Dimanche;Veille;Touriste Français;Reste Doubs;115
2016-04-24;Dimanche;Veille;Touriste Français;Haut Rhin Sud;100
2016-04-24;Dimanche;Veille;Touriste Français;Haut Rhin Nord;39
2016-04-24;Dimanche;Veille;Touriste Français;Vosges;28
2016-04-24;Dimanche;Veille;Touriste Etranger;Ville de Belfort;182
2016-04-24;Dimanche;Veille;Touriste Etranger;Agglomeration de Belfort;#
2016-04-24;Dimanche;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-24;Dimanche;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-24;Dimanche;Veille;Touriste Etranger;Reste Doubs;#
2016-04-24;Dimanche;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-25;Lundi;Veille;Résident ;Ville de Belfort;5987
2016-04-25;Lundi;Veille;Résident ;Agglomeration de Belfort;1910
2016-04-25;Lundi;Veille;Résident ;Agglomeration de Montbeliard;137
2016-04-25;Lundi;Veille;Résident ;Agglomeration de Hericourt;59
2016-04-25;Lundi;Veille;Résident ;Reste Territoire de Belfort;955
2016-04-25;Lundi;Veille;Résident ;Reste Haute Saone;68
2016-04-25;Lundi;Veille;Résident ;Reste Doubs;#
2016-04-25;Lundi;Veille;Résident ;Haut Rhin Sud;#
2016-04-25;Lundi;Veille;Touriste Français;Ville de Belfort;822
2016-04-25;Lundi;Veille;Touriste Français;Agglomeration de Belfort;125
2016-04-25;Lundi;Veille;Touriste Français;Agglomeration de Montbeliard;313
2016-04-25;Lundi;Veille;Touriste Français;Agglomeration de Hericourt;129
2016-04-25;Lundi;Veille;Touriste Français;Reste Territoire de Belfort;43
2016-04-25;Lundi;Veille;Touriste Français;Reste Haute Saone;213
2016-04-25;Lundi;Veille;Touriste Français;Reste Doubs;178
2016-04-25;Lundi;Veille;Touriste Français;Haut Rhin Sud;196
2016-04-25;Lundi;Veille;Touriste Français;Haut Rhin Nord;64
2016-04-25;Lundi;Veille;Touriste Français;Vosges;30
2016-04-25;Lundi;Veille;Touriste Etranger;Ville de Belfort;167
2016-04-25;Lundi;Veille;Touriste Etranger;Agglomeration de Belfort;37
2016-04-25;Lundi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-25;Lundi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-25;Lundi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-25;Lundi;Veille;Touriste Etranger;Reste Doubs;#
2016-04-25;Lundi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-25;Lundi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-04-26;Mardi;Veille;Résident ;Ville de Belfort;6536
2016-04-26;Mardi;Veille;Résident ;Agglomeration de Belfort;1873
2016-04-26;Mardi;Veille;Résident ;Agglomeration de Montbeliard;98
2016-04-26;Mardi;Veille;Résident ;Agglomeration de Hericourt;59
2016-04-26;Mardi;Veille;Résident ;Reste Territoire de Belfort;1163
2016-04-26;Mardi;Veille;Résident ;Reste Haute Saone;78
2016-04-26;Mardi;Veille;Résident ;Reste Doubs;#
2016-04-26;Mardi;Veille;Résident ;Haut Rhin Sud;#
2016-04-26;Mardi;Veille;Touriste Français;Ville de Belfort;912
2016-04-26;Mardi;Veille;Touriste Français;Agglomeration de Belfort;125
2016-04-26;Mardi;Veille;Touriste Français;Agglomeration de Montbeliard;369
2016-04-26;Mardi;Veille;Touriste Français;Agglomeration de Hericourt;156
2016-04-26;Mardi;Veille;Touriste Français;Reste Territoire de Belfort;71
2016-04-26;Mardi;Veille;Touriste Français;Reste Haute Saone;173
2016-04-26;Mardi;Veille;Touriste Français;Reste Doubs;152
2016-04-26;Mardi;Veille;Touriste Français;Haut Rhin Sud;185
2016-04-26;Mardi;Veille;Touriste Français;Haut Rhin Nord;#
2016-04-26;Mardi;Veille;Touriste Français;Vosges;30
2016-04-26;Mardi;Veille;Touriste Etranger;Ville de Belfort;213
2016-04-26;Mardi;Veille;Touriste Etranger;Agglomeration de Belfort;39
2016-04-26;Mardi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-26;Mardi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-26;Mardi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-26;Mardi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-26;Mardi;Veille;Touriste Etranger;Reste Doubs;#
2016-04-26;Mardi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-26;Mardi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-04-27;Mercredi;Veille;Résident ;Ville de Belfort;6188
2016-04-27;Mercredi;Veille;Résident ;Agglomeration de Belfort;1993
2016-04-27;Mercredi;Veille;Résident ;Agglomeration de Montbeliard;98
2016-04-27;Mercredi;Veille;Résident ;Agglomeration de Hericourt;69
2016-04-27;Mercredi;Veille;Résident ;Reste Territoire de Belfort;977
2016-04-27;Mercredi;Veille;Résident ;Reste Haute Saone;39
2016-04-27;Mercredi;Veille;Résident ;Reste Doubs;29
2016-04-27;Mercredi;Veille;Résident ;Haut Rhin Sud;39
2016-04-27;Mercredi;Veille;Résident ;Haut Rhin Nord;#
2016-04-27;Mercredi;Veille;Résident ;Vosges;#
2016-04-27;Mercredi;Veille;Touriste Français;Ville de Belfort;1090
2016-04-27;Mercredi;Veille;Touriste Français;Agglomeration de Belfort;154
2016-04-27;Mercredi;Veille;Touriste Français;Agglomeration de Montbeliard;351
2016-04-27;Mercredi;Veille;Touriste Français;Agglomeration de Hericourt;150
2016-04-27;Mercredi;Veille;Touriste Français;Reste Territoire de Belfort;48
2016-04-27;Mercredi;Veille;Touriste Français;Reste Haute Saone;189
2016-04-27;Mercredi;Veille;Touriste Français;Reste Doubs;222
2016-04-27;Mercredi;Veille;Touriste Français;Haut Rhin Sud;157
2016-04-27;Mercredi;Veille;Touriste Français;Haut Rhin Nord;65
2016-04-27;Mercredi;Veille;Touriste Français;Vosges;#
2016-04-27;Mercredi;Veille;Touriste Etranger;Ville de Belfort;241
2016-04-27;Mercredi;Veille;Touriste Etranger;Agglomeration de Belfort;42
2016-04-27;Mercredi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-27;Mercredi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-27;Mercredi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-27;Mercredi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-27;Mercredi;Veille;Touriste Etranger;Reste Doubs;#
2016-04-27;Mercredi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-28;Jeudi;Veille;Résident ;Ville de Belfort;6452
2016-04-28;Jeudi;Veille;Résident ;Agglomeration de Belfort;2282
2016-04-28;Jeudi;Veille;Résident ;Agglomeration de Montbeliard;148
2016-04-28;Jeudi;Veille;Résident ;Agglomeration de Hericourt;69
2016-04-28;Jeudi;Veille;Résident ;Reste Territoire de Belfort;1175
2016-04-28;Jeudi;Veille;Résident ;Reste Haute Saone;59
2016-04-28;Jeudi;Veille;Résident ;Reste Doubs;#
2016-04-28;Jeudi;Veille;Résident ;Haut Rhin Sud;39
2016-04-28;Jeudi;Veille;Résident ;Haut Rhin Nord;#
2016-04-28;Jeudi;Veille;Touriste Français;Ville de Belfort;1023
2016-04-28;Jeudi;Veille;Touriste Français;Agglomeration de Belfort;179
2016-04-28;Jeudi;Veille;Touriste Français;Agglomeration de Montbeliard;464
2016-04-28;Jeudi;Veille;Touriste Français;Agglomeration de Hericourt;257
2016-04-28;Jeudi;Veille;Touriste Français;Reste Territoire de Belfort;57
2016-04-28;Jeudi;Veille;Touriste Français;Reste Haute Saone;198
2016-04-28;Jeudi;Veille;Touriste Français;Reste Doubs;253
2016-04-28;Jeudi;Veille;Touriste Français;Haut Rhin Sud;174
2016-04-28;Jeudi;Veille;Touriste Français;Haut Rhin Nord;38
2016-04-28;Jeudi;Veille;Touriste Français;Vosges;28
2016-04-28;Jeudi;Veille;Touriste Etranger;Ville de Belfort;228
2016-04-28;Jeudi;Veille;Touriste Etranger;Agglomeration de Belfort;26
2016-04-28;Jeudi;Veille;Touriste Etranger;Agglomeration de Montbeliard;22
2016-04-28;Jeudi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-28;Jeudi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-28;Jeudi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-28;Jeudi;Veille;Touriste Etranger;Reste Doubs;#
2016-04-28;Jeudi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-28;Jeudi;Veille;Touriste Etranger;Vosges;#
2016-04-29;Vendredi;Veille;Résident ;Ville de Belfort;6885
2016-04-29;Vendredi;Veille;Résident ;Agglomeration de Belfort;2225
2016-04-29;Vendredi;Veille;Résident ;Agglomeration de Montbeliard;98
2016-04-29;Vendredi;Veille;Résident ;Agglomeration de Hericourt;69
2016-04-29;Vendredi;Veille;Résident ;Reste Territoire de Belfort;1216
2016-04-29;Vendredi;Veille;Résident ;Reste Haute Saone;59
2016-04-29;Vendredi;Veille;Résident ;Reste Doubs;69
2016-04-29;Vendredi;Veille;Résident ;Haut Rhin Sud;49
2016-04-29;Vendredi;Veille;Résident ;Haut Rhin Nord;#
2016-04-29;Vendredi;Veille;Touriste Français;Ville de Belfort;998
2016-04-29;Vendredi;Veille;Touriste Français;Agglomeration de Belfort;222
2016-04-29;Vendredi;Veille;Touriste Français;Agglomeration de Montbeliard;564
2016-04-29;Vendredi;Veille;Touriste Français;Agglomeration de Hericourt;208
2016-04-29;Vendredi;Veille;Touriste Français;Reste Territoire de Belfort;74
2016-04-29;Vendredi;Veille;Touriste Français;Reste Haute Saone;203
2016-04-29;Vendredi;Veille;Touriste Français;Reste Doubs;241
2016-04-29;Vendredi;Veille;Touriste Français;Haut Rhin Sud;164
2016-04-29;Vendredi;Veille;Touriste Français;Haut Rhin Nord;25
2016-04-29;Vendredi;Veille;Touriste Etranger;Ville de Belfort;209
2016-04-29;Vendredi;Veille;Touriste Etranger;Agglomeration de Belfort;36
2016-04-29;Vendredi;Veille;Touriste Etranger;Agglomeration de Montbeliard;38
2016-04-29;Vendredi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-29;Vendredi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-04-29;Vendredi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-29;Vendredi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-29;Vendredi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-04-30;Samedi;Veille;Résident ;Ville de Belfort;5694
2016-04-30;Samedi;Veille;Résident ;Agglomeration de Belfort;1535
2016-04-30;Samedi;Veille;Résident ;Agglomeration de Montbeliard;29
2016-04-30;Samedi;Veille;Résident ;Agglomeration de Hericourt;#
2016-04-30;Samedi;Veille;Résident ;Reste Territoire de Belfort;584
2016-04-30;Samedi;Veille;Résident ;Reste Haute Saone;#
2016-04-30;Samedi;Veille;Résident ;Vosges;#
2016-04-30;Samedi;Veille;Touriste Français;Ville de Belfort;915
2016-04-30;Samedi;Veille;Touriste Français;Agglomeration de Belfort;84
2016-04-30;Samedi;Veille;Touriste Français;Agglomeration de Montbeliard;293
2016-04-30;Samedi;Veille;Touriste Français;Agglomeration de Hericourt;132
2016-04-30;Samedi;Veille;Touriste Français;Reste Territoire de Belfort;115
2016-04-30;Samedi;Veille;Touriste Français;Reste Haute Saone;189
2016-04-30;Samedi;Veille;Touriste Français;Reste Doubs;227
2016-04-30;Samedi;Veille;Touriste Français;Haut Rhin Sud;177
2016-04-30;Samedi;Veille;Touriste Français;Haut Rhin Nord;95
2016-04-30;Samedi;Veille;Touriste Français;Vosges;50
2016-04-30;Samedi;Veille;Touriste Etranger;Ville de Belfort;232
2016-04-30;Samedi;Veille;Touriste Etranger;Agglomeration de Belfort;40
2016-04-30;Samedi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-04-30;Samedi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-04-30;Samedi;Veille;Touriste Etranger;Reste Territoire de Belfort;24
2016-04-30;Samedi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-04-30;Samedi;Veille;Touriste Etranger;Reste Doubs;#
2016-04-30;Samedi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-04-30;Samedi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-05-01;Dimanche;Veille;Résident ;Ville de Belfort;4798
2016-05-01;Dimanche;Veille;Résident ;Agglomeration de Belfort;684
2016-05-01;Dimanche;Veille;Résident ;Agglomeration de Montbeliard;39
2016-05-01;Dimanche;Veille;Résident ;Agglomeration de Hericourt;#
2016-05-01;Dimanche;Veille;Résident ;Reste Territoire de Belfort;208
2016-05-01;Dimanche;Veille;Résident ;Reste Haute Saone;29
2016-05-01;Dimanche;Veille;Résident ;Reste Doubs;49
2016-05-01;Dimanche;Veille;Résident ;Haut Rhin Nord;#
2016-05-01;Dimanche;Veille;Résident ;Vosges;#
2016-05-01;Dimanche;Veille;Touriste Français;Ville de Belfort;757
2016-05-01;Dimanche;Veille;Touriste Français;Agglomeration de Belfort;69
2016-05-01;Dimanche;Veille;Touriste Français;Agglomeration de Montbeliard;148
2016-05-01;Dimanche;Veille;Touriste Français;Agglomeration de Hericourt;50
2016-05-01;Dimanche;Veille;Touriste Français;Reste Territoire de Belfort;#
2016-05-01;Dimanche;Veille;Touriste Français;Reste Haute Saone;62
2016-05-01;Dimanche;Veille;Touriste Français;Reste Doubs;138
2016-05-01;Dimanche;Veille;Touriste Français;Haut Rhin Sud;111
2016-05-01;Dimanche;Veille;Touriste Français;Haut Rhin Nord;73
2016-05-01;Dimanche;Veille;Touriste Français;Vosges;30
2016-05-01;Dimanche;Veille;Touriste Etranger;Ville de Belfort;242
2016-05-01;Dimanche;Veille;Touriste Etranger;Agglomeration de Belfort;#
2016-05-01;Dimanche;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-01;Dimanche;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-01;Dimanche;Veille;Touriste Etranger;Reste Haute Saone;#
2016-05-01;Dimanche;Veille;Touriste Etranger;Reste Doubs;#
2016-05-01;Dimanche;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-05-02;Lundi;Veille;Résident ;Ville de Belfort;6581
2016-05-02;Lundi;Veille;Résident ;Agglomeration de Belfort;1955
2016-05-02;Lundi;Veille;Résident ;Agglomeration de Montbeliard;148
2016-05-02;Lundi;Veille;Résident ;Agglomeration de Hericourt;59
2016-05-02;Lundi;Veille;Résident ;Reste Territoire de Belfort;873
2016-05-02;Lundi;Veille;Résident ;Reste Haute Saone;49
2016-05-02;Lundi;Veille;Résident ;Reste Doubs;29
2016-05-02;Lundi;Veille;Résident ;Haut Rhin Sud;99
2016-05-02;Lundi;Veille;Résident ;Haut Rhin Nord;#
2016-05-02;Lundi;Veille;Touriste Français;Ville de Belfort;852
2016-05-02;Lundi;Veille;Touriste Français;Agglomeration de Belfort;149
2016-05-02;Lundi;Veille;Touriste Français;Agglomeration de Montbeliard;334
2016-05-02;Lundi;Veille;Touriste Français;Agglomeration de Hericourt;157
2016-05-02;Lundi;Veille;Touriste Français;Reste Territoire de Belfort;66
2016-05-02;Lundi;Veille;Touriste Français;Reste Haute Saone;182
2016-05-02;Lundi;Veille;Touriste Français;Reste Doubs;299
2016-05-02;Lundi;Veille;Touriste Français;Haut Rhin Sud;188
2016-05-02;Lundi;Veille;Touriste Français;Haut Rhin Nord;26
2016-05-02;Lundi;Veille;Touriste Français;Vosges;24
2016-05-02;Lundi;Veille;Touriste Etranger;Ville de Belfort;213
2016-05-02;Lundi;Veille;Touriste Etranger;Agglomeration de Belfort;25
2016-05-02;Lundi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-02;Lundi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-05-02;Lundi;Veille;Touriste Etranger;Reste Doubs;#
2016-05-02;Lundi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-05-03;Mardi;Veille;Résident ;Ville de Belfort;6688
2016-05-03;Mardi;Veille;Résident ;Agglomeration de Belfort;2186
2016-05-03;Mardi;Veille;Résident ;Agglomeration de Montbeliard;89
2016-05-03;Mardi;Veille;Résident ;Agglomeration de Hericourt;109
2016-05-03;Mardi;Veille;Résident ;Reste Territoire de Belfort;1152
2016-05-03;Mardi;Veille;Résident ;Reste Haute Saone;59
2016-05-03;Mardi;Veille;Résident ;Reste Doubs;#
2016-05-03;Mardi;Veille;Résident ;Haut Rhin Sud;29
2016-05-03;Mardi;Veille;Touriste Français;Ville de Belfort;1089
2016-05-03;Mardi;Veille;Touriste Français;Agglomeration de Belfort;232
2016-05-03;Mardi;Veille;Touriste Français;Agglomeration de Montbeliard;427
2016-05-03;Mardi;Veille;Touriste Français;Agglomeration de Hericourt;168
2016-05-03;Mardi;Veille;Touriste Français;Reste Territoire de Belfort;82
2016-05-03;Mardi;Veille;Touriste Français;Reste Haute Saone;204
2016-05-03;Mardi;Veille;Touriste Français;Reste Doubs;246
2016-05-03;Mardi;Veille;Touriste Français;Haut Rhin Sud;124
2016-05-03;Mardi;Veille;Touriste Français;Haut Rhin Nord;38
2016-05-03;Mardi;Veille;Touriste Français;Vosges;#
2016-05-03;Mardi;Veille;Touriste Etranger;Ville de Belfort;179
2016-05-03;Mardi;Veille;Touriste Etranger;Agglomeration de Belfort;23
2016-05-03;Mardi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-03;Mardi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-03;Mardi;Veille;Touriste Etranger;Reste Territoire de Belfort;36
2016-05-03;Mardi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-05-03;Mardi;Veille;Touriste Etranger;Reste Doubs;#
2016-05-03;Mardi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-05-03;Mardi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-05-04;Mercredi;Veille;Résident ;Ville de Belfort;6098
2016-05-04;Mercredi;Veille;Résident ;Agglomeration de Belfort;1760
2016-05-04;Mercredi;Veille;Résident ;Agglomeration de Montbeliard;149
2016-05-04;Mercredi;Veille;Résident ;Agglomeration de Hericourt;39
2016-05-04;Mercredi;Veille;Résident ;Reste Territoire de Belfort;895
2016-05-04;Mercredi;Veille;Résident ;Reste Haute Saone;39
2016-05-04;Mercredi;Veille;Résident ;Reste Doubs;#
2016-05-04;Mercredi;Veille;Résident ;Haut Rhin Sud;29
2016-05-04;Mercredi;Veille;Résident ;Haut Rhin Nord;#
2016-05-04;Mercredi;Veille;Touriste Français;Ville de Belfort;923
2016-05-04;Mercredi;Veille;Touriste Français;Agglomeration de Belfort;120
2016-05-04;Mercredi;Veille;Touriste Français;Agglomeration de Montbeliard;456
2016-05-04;Mercredi;Veille;Touriste Français;Agglomeration de Hericourt;197
2016-05-04;Mercredi;Veille;Touriste Français;Reste Territoire de Belfort;55
2016-05-04;Mercredi;Veille;Touriste Français;Reste Haute Saone;203
2016-05-04;Mercredi;Veille;Touriste Français;Reste Doubs;262
2016-05-04;Mercredi;Veille;Touriste Français;Haut Rhin Sud;153
2016-05-04;Mercredi;Veille;Touriste Français;Haut Rhin Nord;48
2016-05-04;Mercredi;Veille;Touriste Français;Vosges;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Ville de Belfort;205
2016-05-04;Mercredi;Veille;Touriste Etranger;Agglomeration de Belfort;27
2016-05-04;Mercredi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Agglomeration de Hericourt;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Reste Doubs;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-05-04;Mercredi;Veille;Touriste Etranger;Vosges;#
2016-05-05;Jeudi;Veille;Résident ;Ville de Belfort;4760
2016-05-05;Jeudi;Veille;Résident ;Agglomeration de Belfort;1075
2016-05-05;Jeudi;Veille;Résident ;Agglomeration de Montbeliard;59
2016-05-05;Jeudi;Veille;Résident ;Agglomeration de Hericourt;39
2016-05-05;Jeudi;Veille;Résident ;Reste Territoire de Belfort;488
2016-05-05;Jeudi;Veille;Résident ;Reste Haute Saone;#
2016-05-05;Jeudi;Veille;Résident ;Reste Doubs;#
2016-05-05;Jeudi;Veille;Résident ;Haut Rhin Sud;29
2016-05-05;Jeudi;Veille;Résident ;Haut Rhin Nord;#
2016-05-05;Jeudi;Veille;Touriste Français;Ville de Belfort;671
2016-05-05;Jeudi;Veille;Touriste Français;Agglomeration de Belfort;91
2016-05-05;Jeudi;Veille;Touriste Français;Agglomeration de Montbeliard;349
2016-05-05;Jeudi;Veille;Touriste Français;Agglomeration de Hericourt;82
2016-05-05;Jeudi;Veille;Touriste Français;Reste Territoire de Belfort;30
2016-05-05;Jeudi;Veille;Touriste Français;Reste Haute Saone;88
2016-05-05;Jeudi;Veille;Touriste Français;Reste Doubs;144
2016-05-05;Jeudi;Veille;Touriste Français;Haut Rhin Sud;220
2016-05-05;Jeudi;Veille;Touriste Français;Haut Rhin Nord;36
2016-05-05;Jeudi;Veille;Touriste Français;Vosges;37
2016-05-05;Jeudi;Veille;Touriste Etranger;Ville de Belfort;197
2016-05-05;Jeudi;Veille;Touriste Etranger;Agglomeration de Belfort;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Agglomeration de Montbeliard;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Reste Territoire de Belfort;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Reste Haute Saone;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Haut Rhin Sud;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Haut Rhin Nord;#
2016-05-05;Jeudi;Veille;Touriste Etranger;Vosges;#
2016-05-06;Vendredi;Veille;Résident ;Ville de Belfort;6152
2016-05-06;Vendredi;Veille;Résident ;Agglomeration de Belfort;1914
2016-05-06;Vendredi;Veille;Résident ;Agglomeration de Montbeliard;149
2016-05-06;Vendredi;Veille;Résident ;Agglomeration de Hericourt;#
2016-05-06;Vendredi;Veille;Résident ;Reste Territoire de Belfort;937
2016-05-06;Vendredi;Veille;Résident ;Reste Haute Saone;49
2016-05-06;Vendredi;Veille;Résident ;Reste Doubs;#
